Season,Team,TG,W,L,P_ERA,P_G,P_GS,P_QS,P_CG,P_ShO,P_SV,P_HLD,P_BS,P_IP,P_TBF,P_H,P_R,P_ER,P_HR,P_BB,P_IBB,P_HBP,P_WP,P_BK,P_SO,B_G,B_AB,B_PA,B_H,B_1B,B_2B,B_3B,B_HR,B_R,B_RBI,B_BB,B_IBB,B_SO,B_HBP,B_SF,B_SH,B_GDP,B_SB,B_CS,B_AVG,F_Pos,F_Inn,F_rSZ,F_rCERA,F_rSB,F_rGDP,F_rARM,F_rGFP,F_rPM,F_rTS,F_DRS,F_ARM,F_DPR,F_RngR,F_ErrR,F_UZR,F_UZR/150,F_FRM,F_OAA,F_RAA,F_Def,WinP,x,B_K%,B_ISO,B_BABIP,B_AVG,B_OBP,B_SLG,B_wOBA,B_xwOBA,B_wRC+,B_BsR,B_Off,B_Def,B_WAR,P_K/9,P_BB/9,P_HR/9,P_BABIP,P_LOB%,P_GB%,P_HR/FB,P_vFA (pi),P_ERA,P_xERA,P_FIP,P_xFIP,P_WAR,F_G,F_GS,F_Inn,F_PO,F_A,F_E,F_FE,F_TE,F_DP,F_DPS,F_DPT,F_DPF,F_Scp,F_SB,F_CS,F_PB,F_WP,F_FP,F_TZ,RSPG,RAPG
2012,CHC,162,61,101,4.507427246,655,162,73,1,0,28,56,21,1413.2,6140,1399,759,708,175,573,36,65,44,5,1128,2341,5411,5967,1297,859,265,36,137,613,570,447,29,1235,43,24,42,125,94,45,0.239696913,P,12723,-8.904952041,1,-3,0,-10,-9,20,5,-8,-5.697131956,-1.037821978,34.00885681573709,1.980519834884035,29.25438177085016,2.8088992741247165,2.3149999836459756,,,24.788652883126986,0.37654321,0.394777538,0.206971677,0.138236925,0.285503322,0.239696913,0.301603375,0.377933838,0.29699918487219185,,81.35663628,-6.044761285,-138.8826235,65.71667036414146,11.275338172332523,7.181324765436157,3.6479601866976226,1.1141239662689075,0.291497976,0.7132,0.432470588,0.118163403,92.52271874611468,4.507427246,,4.461816299935675,4.390705041099101,4.409795843763277,2167,1458,12723,4241,1583,105,59,45,337,150,108,149,33,125,36,9,44,0.98229044,,3.783950617,4.685185185
2012,CHW,162,85,77,4.021674993513871,628,162,86,6,2,37,65,21,1445.2,6098,1365,676,646,186,503,29,68,66,9,1246,2277,5518,6111,1409,941,228,29,211,748,726,461,24,1203,65,36,31,113,109,43,0.255346139,3B,13011,-2.495815904,2,6,4,1,-9,1,0,7,-1.428582468,5.611332749016583,1.3893440384417772,12.12704271414259,17.69913017190993,2.781968977655159,3.499999890103936,,,24.24611090193171,0.524691358,0.550432866,0.196858124,0.16654585,0.28937198,0.255346139,0.318256578,0.421891989,0.3215324048499135,,98.47864692681071,-7.000695065,-18.18421234,8.710751166,20.679973506366107,7.7569768450747425,3.131428052225197,1.1579435739838702,0.2879120879120879,0.752,0.427350427,0.120622568,92.56580183405505,4.021674993513871,,4.228183471888341,4.121682674432641,16.17519154259935,2084,1458,13011,4337,1578,70,35,33,375,154,121,154,37,104,41,9,66,0.98830409,,4.617283951,4.172839506
2012,CIN,162,97,65,3.3448048074289676,587,162,98,9,2,56,73,18,1453,6056,1356,588,540,152,427,33,51,34,7,1248,2211,5477,6115,1377,879,296,30,172,669,636,481,54,1266,47,37,73,100,87,27,0.251415008,P,13077,23.871066976338625,-1,3,-3,4,8,22,6,63,2.5848238859325647,-2.52919361,4.826401747297496,5.024466827511787,9.906494978815317,1.5408951332948102,19.81000015605241,,,27.81850477029289,0.598765432,0.56417267,0.207031888,0.159211247,0.295632973,0.251415008,0.315292949,0.410626255,0.3138492259588254,,93.23300335967483,13.474197268486023,-35.96742701,78.86704566888511,23.90588713563897,7.730215554946947,2.6448734310595725,0.9415006124614872,0.28817616084250836,0.7686,0.458549222,0.106966924,93.90099341439186,3.3448048074289676,,3.7234937255411458,3.7994590714389966,18.707676738500595,2039,1458,13077,4359,1602,89,46,43,288,114,92,115,39,78,43,7,34,0.98528926,,4.12962963,3.62962963
2012,CLE,162,68,94,4.787102712530041,656,162,73,2,1,43,81,13,1442,6283,1503,845,767,174,543,27,55,67,6,1086,2339,5525,6195,1385,959,266,24,136,667,635,555,28,1087,59,39,17,142,110,44,0.250678733,P,12978,-24.56866,0,-1,2,0,-9,-31,8,-58,-4.314882744,0.2428963966667652,-26.52857533,-3.469406515,-34.06995645,-4.937896946,-38.13000012,,,-44.84308633,0.419753086,0.383884395,0.175464083,0.130678733,0.287721723,0.250678733,0.323567497,0.381357466,0.3099764316547208,,96.68061738247906,-13.55685917,-37.73484536,-93.23182661,8.248451586669647,6.778088064938233,3.3890440324691165,1.0859920104044682,0.30033898305084744,0.6762,0.458654906,0.114023591,93.03161354300467,4.787102712530041,,4.400969311311471,4.386089590972307,12.627247847849503,2151,1458,12978,4326,1665,96,41,54,390,158,129,158,44,140,37,13,67,0.98422868,,4.117283951,5.216049383
2012,COL,162,64,98,5.215189637329474,737,162,27,0,0,36,73,27,1422,6384,1637,890,824,198,566,61,47,94,6,1144,2429,5577,6183,1526,1002,306,52,166,758,716,450,34,1213,36,39,74,132,100,40,0.273623812,P,12798,-22.62729895,2,-1,-6,0,-24,-65,1,-115,7.799040392041206,-3.009384433,-15.94469299,-3.667418432,-14.82240016,-0.975152466,-20.97999977,,,-28.52857901,0.395061728,0.420413503,0.196183082,0.162811547,0.320981826,0.273623812,0.329727958,0.436435359,0.3308741169378171,,89.68772962243568,2.844435542821884,-73.80602916,-14.74365582,10.349168209974115,7.240506001,3.5822783188452454,1.2531645002320824,0.3249040415443667,0.6894,0.451706446,0.136551724,92.89628091114315,5.215189637329474,,4.588824240990162,4.275854319259987,9.19192262,2220,1458,12798,4266,1718,122,55,66,338,139,106,140,54,121,43,22,94,0.98001965,,4.679012346,5.49382716
2012,DET,162,88,74,3.7681736287605587,582,162,90,9,3,40,73,16,1430.2,6045,1409,670,599,151,438,35,42,46,6,1318,2248,5476,6119,1467,986,279,39,163,726,698,511,46,1103,57,39,36,156,59,23,0.267896274,1B,12876,-8.168693059,1,-2,4,-10,0,-16,5,-29,-11.03521166,0.13638582825660706,1.5579739460372366,6.443336455558892,-2.897520408,-2.529842777,-6.749999953,,,-7.678532271,0.543209877,0.540050165,0.180258212,0.15449233,0.30689574,0.267896274,0.334538878,0.422388604,0.32827053737300743,,104.71825229193385,-17.82907196,15.446009940985796,-27.15458941,20.47416130055427,8.291240138074151,2.7553590140185724,0.9499068746959005,0.307128906,0.7266,0.434166266,0.104643104,93.84645275512848,3.7681736287605587,,3.6305639278536397,3.739379659865209,24.466203310876153,2104,1458,12876,4292,1481,99,44,52,316,129,102,128,42,131,45,14,46,0.98314033,,4.481481481,4.135802469
2012,HOU,162,55,107,4.565340983513619,703,162,73,3,2,31,70,19,1423.1,6238,1493,794,722,173,540,40,48,75,6,1170,2421,5407,6014,1276,864,238,28,146,583,545,463,19,1365,58,30,54,114,105,46,0.235990382,C,12810,1.041892004199326,0,-1,-3,3,-9,-51,4,-68,3.0078809820115566,-6.556145025,-8.196799638,5.648382468847558,-6.096697526,-1.108084853,-0.50000011,,,-21.41301798,0.339506173,0.350283668,0.226970402,0.135380063,0.287824758,0.235990382,0.301611278,0.371370445,0.29569625499212776,,82.27430861802307,-16.94947939,-144.4209997,17.685103207826614,5.811752235900881,7.398128740596862,3.4145209571985515,1.0939113436950916,0.3064778267935918,0.6999,0.478769795,0.12200282,92.69149596422278,4.565340983513619,,4.269860385500632,4.152511083359135,9.251960734371096,2246,1458,12810,4270,1729,118,62,55,306,134,93,134,47,131,37,13,75,0.9807095,,3.598765432,4.901234568
2012,KCR,162,72,90,4.297428158790476,662,162,69,2,1,44,78,20,1451.1,6251,1504,746,693,163,542,44,60,49,8,1177,2249,5636,6149,1492,1029,295,37,131,676,643,404,35,1032,42,41,26,130,132,38,0.264726756,P,13062,-13.56023901,1,6,3,14,11,-25,-3,-3,16.646396207623184,5.065220042830333,-31.33640139,-1.374757501,-10.99951073,1.4347543259693745,-15.56499997,,,0.9311902698734498,0.444444444,0.450892558,0.167832167,0.135202271,0.301506424,0.264726756,0.316511513,0.399929027,0.31105576629864246,,94.00240946741238,-7.396355458,-50.81993568,-35.68403213,12.743884179569955,7.298806555406046,3.3610477086066926,1.0107947905957395,0.31120909723833834,0.7243,0.432321387,0.104755784,92.88125770565644,4.297428158790476,,4.176903232008877,4.290998902926656,15.082485179867945,2040,1458,13062,4354,1624,113,60,50,383,173,116,173,51,113,51,11,49,0.98144804,,4.172839506,4.604938272
2012,LAA,162,89,73,4.0186041273217805,606,162,91,6,5,38,80,22,1433.1,6034,1339,699,640,186,483,20,40,38,2,1157,2267,5536,6121,1518,1036,273,22,187,767,732,449,29,1113,47,41,47,138,134,33,0.274205202,P,12900,-7.086853966,0,-3,-1,2,23,28,-3,41,4.305464804172516,0.6940778754651546,34.72478515654802,-4.482460404,35.241850174963474,5.500094758,-14.84499997,,,37.60292755638405,0.549382716,0.546285136,0.181833033,0.158598266,0.311199438,0.274205202,0.331631812,0.432803468,0.331307949,,113.49235584934453,13.511638812720776,109.7766607667174,5.882765149,33.82621110681583,7.264882773923907,3.0327903023381566,1.1679068245028925,0.27663147792706333,0.7261,0.439376309,0.12077922,92.71195923306642,4.0186041273217805,,4.2616593378583385,4.152193464449426,10.43244656547904,2108,1458,12900,4300,1577,98,50,47,314,143,102,141,34,127,41,11,38,0.98359833,,4.734567901,4.314814815
2012,LAD,162,86,76,3.352493483,668,162,93,2,2,40,81,19,1449.2,6068,1277,597,540,122,539,62,45,46,2,1276,2356,5438,6091,1369,961,269,23,116,637,607,481,49,1156,52,38,82,139,104,44,0.251746965,SS,13047,-12.27382103,2,0,-8,5,2,3,1,-6,4.9094059048220515,-5.184235291,5.720257648732513,1.457407544425223,6.902824966236949,1.5033142582286316,-11.81499988,,,11.312790445905275,0.530864198,0.532380887,0.189788212,0.121919824,0.298049476,0.251746965,0.316525212,0.373666789,0.30175878413571605,,89.93822564026188,-8.607849501,-81.93107255,28.933567188680172,13.782101326565227,7.921817934,3.346285161958421,0.7574151943579357,0.28267254038179146,0.7478,0.455481972,0.088856518,92.54947586100023,3.352493483,,3.6366435781797697,3.9331956367197636,20.81310554780066,2219,1458,13047,4349,1669,98,49,49,319,140,99,140,53,92,43,11,46,0.98397646,,3.932098765,3.685185185
2012,MIA,162,69,93,4.104351990992086,645,162,91,5,3,38,88,22,1440.2,6186,1448,724,657,133,495,61,55,36,4,1113,2269,5437,6057,1327,890,261,39,137,609,576,484,46,1228,35,40,60,114,149,41,0.24406842,CF,12966,-12.907627,2,-3,3,-7,-10,-32,-2,-62,-0.94988636,4.159691695123911,-10.67059081,-2.603241796,-10.06401703,-1.216176269,-12.51000013,,,-10.5388858,0.425925926,0.414365789,0.20274063,0.137943719,0.289396887,0.24406842,0.307871914,0.382012139,0.300216091,,86.88123216244323,2.4548610374331474,-92.90239981,10.931607295759022,10.638503505756036,6.953034651406685,3.092319993213216,0.8308657759542579,0.29954441913439633,0.7032,0.45004562,0.092169092,92.17348266807362,4.104351990992086,,3.894774531605628,4.165259885594788,13.503163557499647,2093,1458,12966,4322,1648,103,58,42,386,155,128,154,34,88,28,14,36,0.98303968,,3.759259259,4.469135802
2012,MIL,162,83,79,4.222427052313732,674,162,85,0,0,44,81,29,1453.2,6245,1458,733,682,169,525,20,31,57,5,1402,2415,5557,6224,1442,901,300,39,202,776,741,466,35,1240,90,35,76,111,158,39,0.259492531,CF,13083,30.37754718726501,-2,-3,-4,-3,5,6,1,24,-4.368725047,-7.965316611,-6.217194392,0.6187427723980363,-17.93249701,-4.097734303,32.609999952837825,,,-15.17103366,0.512345679,0.528472573,0.199228791,0.177073961,0.29879518,0.259492531,0.324983734,0.436566492,0.32940894631498596,,102.3844411219776,12.086292877793312,29.477106036267717,52.24737880390603,28.319757633896277,8.680121301090692,3.250402056399867,1.0463199000601475,0.31301602719766874,0.7207,0.437888198,0.120542082,92.22391861465577,4.222427052313732,,3.824328829,3.7290393832618918,14.302389091346413,2194,1458,13083,4361,1532,99,48,48,293,133,89,133,35,123,39,5,57,0.98347797,,4.790123457,4.524691358
2012,MIN,162,66,96,4.766913992489986,661,162,62,3,1,35,63,14,1438.2,6214,1536,832,762,198,465,43,57,60,2,943,2271,5562,6209,1448,1017,270,30,131,701,666,505,28,1069,53,56,33,149,135,37,0.260338007,P,12948,-21.40593796,-4,-4,6,-5,0,38,1,15,-4.991995512,6.720036210492253,-8.595547483,-5.305595075,-12.17309563,-1.626648794,-22.50000016,,,-20.30750454,0.407407407,0.415166121,0.172169431,0.129989213,0.298098687,0.260338007,0.324805699,0.39032722,0.31279122076138477,,95.46062950959765,0.7213783040642738,-32.50874099,-57.54351014,12.584902456092394,5.899212460522384,2.908943578094283,1.2386469429304687,0.2940013183915623,0.6885,0.456837606,0.127331189,91.77242408015343,4.766913992489986,,4.661178700233767,4.4589932787779105,5.911244054615963,2085,1458,12948,4316,1785,107,58,45,458,189,147,190,42,111,24,8,60,0.98276418,,4.327160494,5.135802469
2012,NYM,162,74,88,4.092050251131543,667,162,101,7,5,36,66,19,1434,6086,1368,709,652,161,488,29,40,40,3,1240,2420,5450,6091,1357,911,286,21,139,650,625,503,43,1250,42,30,64,118,79,38,0.248990825,CF,12906,10.444119086489081,5,-3,-2,-4,-6,-32,2,-33,-8.099205881,-1.986462934,-14.71242654,0.7579898717958713,-24.04013363,-5.074664483,8.875000144354999,,,-28.45940472,0.456790123,0.456667398,0.205220817,0.136697248,0.297726717,0.248990825,0.315684647,0.385688073,0.30624340924480137,,93.75782683619995,-3.175122365,-48.7861686,16.072248021140695,15.907309793310585,7.7824268579802345,3.0627615376567374,1.0104602613990465,0.29035362039932644,0.7105,0.426252983,0.104885993,91.31494781681387,4.092050251131543,,3.9291782297084046,4.041282599163487,14.339400563854724,2218,1458,12906,4302,1502,101,52,44,330,136,105,135,38,97,30,32,40,0.98289585,,4.012345679,4.37654321
2012,NYY,162,95,67,3.8544757914655947,647,162,83,6,2,51,87,13,1445.1,6085,1401,668,619,190,431,32,49,53,9,1318,2367,5524,6231,1462,924,280,13,245,804,774,565,31,1176,62,49,31,136,93,27,0.264663287,1B,13008,23.251163901528344,-3,0,0,-10,5,-6,0,-2,-7.629642945,-2.287377217,1.2790287407115102,8.810344264813466,0.17238683998584747,-1.735241118,29.229999719187617,,,-1.367910207,0.586419753,0.591609313,0.18873375,0.188450398,0.293111753,0.264663287,0.336935483,0.453113685,0.3415228532882965,,113.07745703824222,2.3243506997823715,97.25650238662143,12.145613030996174,33.56071572831999,8.207106774073754,2.6838110922805676,1.1831185789635914,0.29558213326824506,0.7511,0.448815165,0.130494505,92.29577348234407,3.8544757914655947,,3.975908123121478,3.7460414863003213,17.014681852597278,2178,1458,13008,4336,1472,75,44,30,310,135,85,135,48,90,28,17,53,0.9872514,,4.962962963,4.12345679
2012,OAK,162,94,68,3.495920658742386,624,162,90,1,0,47,79,17,1470,6131,1360,614,571,147,462,34,46,40,5,1136,2247,5527,6183,1315,821,267,32,195,713,676,550,29,1387,45,34,27,97,122,32,0.237922923,1B,13230,-11.8341829,-2,3,-2,11,4,-6,2,6,9.775334060192108,1.497195953503251,4.018481340259314,-14.48542745,0.8055639462545514,1.8470188725367034,-12.00500003,,,8.874899693109183,0.580246914,0.574191435,0.224324761,0.165731862,0.281477758,0.237922923,0.310266406,0.403654785,0.31102035874271344,,97.4090958,19.430664144456387,0.26207577848686725,-24.40385402,19.398450297397808,6.9551066,2.8285732825551353,0.9000005899039067,0.2794930875576037,0.7544,0.417235106,0.091078066,92.19418333776004,3.495920658742386,,3.8856071688306817,4.197681591704818,19.497881901217625,2050,1458,13230,4410,1568,111,61,48,322,136,103,136,54,99,45,12,40,0.98177041,,4.401234568,3.790123457
2012,PHI,162,81,81,3.8571429368751695,602,162,99,5,4,42,78,19,1451.1,6072,1387,680,622,178,409,33,44,30,3,1385,2294,5544,6172,1414,957,271,28,158,684,659,454,41,1094,63,39,72,115,116,23,0.255050505,CF,13062,9.829410041,-3,4,-2,11,12,-26,1,10,7.8904130309820175,2.3250417318195105,4.888084768783301,-1.606579608,13.496959892334417,3.707533389481693,1.449999931268394,,,23.089927042034656,0.5,0.502932526,0.177252106,0.144480519,0.290002308,0.255050505,0.316557377,0.399531024,0.3113870933457636,,93.0141231,10.707685716450214,-40.7547977,58.919462902937084,21.49522479385181,8.588654288701141,2.536288522800554,1.1038126089449842,0.2980769230769231,0.7292,0.435194174,0.121170864,92.34938895847937,3.8571429368751695,,3.716636695721383,3.608359311183984,19.767963179852813,2104,1458,13062,4354,1560,101,64,37,278,119,87,119,35,99,56,9,30,0.98320865,,4.222222222,4.197530864
2012,PIT,162,79,83,3.9118596246377786,645,162,83,2,1,45,92,14,1433.1,6097,1357,674,623,153,490,30,45,45,3,1192,2360,5412,6014,1313,865,241,37,170,651,620,444,32,1354,51,45,62,98,73,52,0.242609016,P,12900,-15.99597492,0,-12,-1,-14,-10,24,0,-42,-13.12151369,-3.481113613,10.01714616199024,-5.349516936,-11.93498376,-4.418327997,-32.15500003,,,-31.37065645,0.487654321,0.482646738,0.225141336,0.152439025,0.290617848,0.242609016,0.30376344,0.395048041,0.3036122195523333,,90.62654364909982,-0.267899863,-67.83397061,-16.98701272,10.203378728405953,7.484649554684161,3.076743524996006,0.9606974680089568,0.2855110267963007,0.726,0.466273584,0.110230547,92.99353866000524,3.9118596246377786,,3.9386360528180635,3.9727701131346773,13.74896458024159,2175,1458,12900,4300,1656,112,58,53,311,126,94,126,44,154,19,9,45,0.98154252,,4.018518519,4.160493827
2012,SDP,162,76,86,4.014868621227832,691,162,75,4,3,43,98,17,1434.2,6151,1356,710,640,162,539,48,48,49,8,1205,2384,5422,6112,1339,903,272,43,121,651,610,539,36,1238,54,34,63,100,155,46,0.246956842,P,12912,6.595518907532096,1,1,-8,-9,1,-18,5,-24,-2.996209109,-9.99538766,2.431237445,-3.629880349,-14.19025824,-3.949971269,2.170000092126429,,,-15.66362258,0.469135802,0.456730837,0.202552356,0.132976761,0.2972907,0.246956842,0.319391634,0.379933603,0.30660852157948676,,96.99324639996458,13.828451216220856,-8.393563365,29.05051583610475,21.565893292764006,7.559244825905528,3.3812721669403145,1.016263619748295,0.28448892065761255,0.7184,0.474688015,0.117476432,92.66016649421506,4.014868621227832,,4.110016781629104,4.053356448199275,7.831187196075916,2226,1458,12912,4304,1655,121,57,62,216,97,71,98,43,152,47,18,49,0.98009868,,4.018518519,4.382716049
2012,SEA,162,75,87,3.762702516843902,613,162,89,8,6,43,61,19,1456.2,6062,1359,651,609,166,449,39,49,61,5,1166,2236,5494,6057,1285,868,241,27,149,619,584,466,21,1259,30,35,32,95,104,35,0.233891518,P,13110,-22.08655712,-3,1,7,-1,-1,20,1,3,-5.169106588,7.025522646,4.958673506975174,11.922981372103095,18.738075320608914,2.1008339513219014,-26.39499985,,,5.423105924873404,0.462962963,0.474819136,0.207858675,0.135056425,0.275661247,0.233891518,0.295601659,0.368947943,0.2912243441055013,,87.34839335,0.13370666652917862,-89.63452921,-30.26116508,8.918996458487243,7.204123373793086,2.774143563321694,1.0256299142792902,0.2818998109640832,0.7423,0.428637734,0.106274007,92.76317803378335,3.762702516843902,,4.000629228411796,4.093581440840481,17.618227768689394,2016,1458,13110,4370,1570,72,35,36,391,155,127,158,43,128,39,20,61,0.98802395,,3.820987654,4.018518519
2012,SFG,162,94,68,3.678154883565981,688,162,93,5,4,53,102,13,1451,6138,1361,649,593,142,489,42,51,54,4,1237,2384,5558,6200,1495,1048,287,57,103,718,675,483,44,1097,29,61,69,115,118,39,0.268981648,P,13059,16.380235929973423,-1,3,-1,-2,-6,12,2,11,-0.488301465,-1.884218846,14.703339483588934,-5.909273328,6.421554401051253,0.6803445981870261,18.40000063367188,,,8.728185718094224,0.580246914,0.55034722,0.176935483,0.127743792,0.315003394,0.268981648,0.327352797,0.39672544,0.31437951624050736,,101.29560996491276,12.964223362505436,22.395661930713253,66.72326648235321,29.018324797372745,7.672643492362763,3.033082188977681,0.8807723329955638,0.28893102630955203,0.7355,0.45968314,0.099300699,91.43130677,3.678154883565981,,3.7781169751100228,3.9528874509564216,10.918145597912371,2241,1458,13059,4353,1638,115,66,49,307,134,96,135,39,129,53,5,54,0.98116607,,4.432098765,4.00617284
2012,STL,162,88,74,3.7103441084042355,668,162,99,4,2,42,105,22,1462.2,6158,1420,648,603,134,436,28,50,46,4,1218,2391,5622,6326,1526,1040,290,37,159,765,732,533,45,1192,53,49,69,135,91,37,0.271433653,P,13164,16.648352107964456,2,7,1,0,5,-14,1,26,-5.055471318,-0.714431087,-18.74121793,-4.141064261,-28.65221246,-4.584561419,15.224999978207052,,,-11.50687308,0.543209877,0.582238698,0.188428706,0.149590893,0.316435185,0.271433653,0.337541953,0.421024546,0.32918292536362476,,106.39114884830907,-1.631284915,46.48156841,33.85354813,28.49796951920381,7.494525910508058,2.682769537751653,0.824520913,0.29768518518518516,0.7321,0.484512251,0.103795507,94.0098951,3.7103441084042355,,3.6167835023727744,3.7217325931420806,16.242783364024945,2233,1458,13164,4388,1754,107,62,44,370,149,110,150,37,56,43,9,46,0.98287726,,4.722222222,4
2012,TBR,162,90,72,3.193880754893375,634,162,90,7,4,50,77,8,1459.2,6000,1233,577,518,139,469,35,54,59,4,1383,2406,5398,6105,1293,838,250,30,175,697,665,571,26,1323,58,42,34,133,134,44,0.23953316,1B,13137,17.378952838655096,-2,4,5,0,-3,21,10,52,0.642560139,4.692020549671724,15.895863609795924,-12.99009307,8.240323157515377,1.8403104327847548,28.37499993480742,,,9.954012347291147,0.555555556,0.5933632,0.216707616,0.154686921,0.283612379,0.23953316,0.316691382,0.394220081,0.31124832581629447,,99.98370157326622,-0.689888835,-0.999540621,20.836126951500773,23.729648874100103,8.527291667987525,2.8917568997007583,0.8570452218729326,0.2766118836915297,0.7551,0.479027053,0.106595092,93.56155446181985,3.193880754893375,,3.512353932960875,3.5860645011952994,20.437786804046482,2250,1458,13137,4379,1641,114,59,54,364,155,120,155,73,101,33,6,59,0.98141506,,4.302469136,3.561728395
2012,TEX,162,93,69,4.019418692548402,590,162,86,7,2,43,61,9,1442,6067,1378,707,644,175,446,15,41,53,8,1286,2236,5590,6216,1526,991,303,32,200,808,780,478,44,1103,57,53,36,121,91,44,0.272987477,P,12978,-9.124315001,-4,-7,3,1,-4,8,0,-12,-3.031461615,4.004241995513439,12.53886335529387,-2.434476446,11.07717665238306,1.1966787193278108,-14.56500007,,,-2.124670953,0.574074074,0.566371681,0.177445302,0.172987478,0.305529953,0.272987477,0.333603107,0.445974955,0.3358255068856262,,106.29132581411135,-5.773983829,39.52709029591708,-27.33877568,23.32196229948999,8.026354718349758,2.783634684590974,1.0922333403664135,0.2920611798980335,0.7148,0.438811601,0.116201859,93.49940183401306,4.019418692548402,,3.9016626373253307,3.8574036288699975,22.249114227481186,2092,1458,12978,4326,1496,85,49,36,323,137,103,137,56,106,27,13,53,0.98561029,,4.987654321,4.364197531
2012,TOR,162,73,89,4.644424597017837,657,162,75,5,4,29,72,15,1443.2,6216,1439,784,745,204,574,20,55,56,7,1142,2289,5487,6094,1346,879,247,22,198,716,677,473,29,1251,55,45,33,109,123,41,0.245307089,P,12993,-4.618897993,1,0,-4,16,5,37,12,72,10.105530698550865,-3.889987381,-15.14881685,4.2962154206761625,-4.637064569,0.6874370065647994,5.2949997913092375,,,3.865463698930128,0.450617284,0.454759641,0.205283885,0.161290323,0.281165809,0.245307089,0.309240924,0.406597412,0.31106156114716765,,91.86834005451611,2.4875091165304184,-55.78914843,-13.9826469,14.301937618065342,7.119373006435396,3.5783888841452867,1.2717619030760252,0.29120490450365477,0.7204,0.46484375,0.140592694,92.21115176953595,4.644424597017837,,4.6564453355243005,4.295160358305956,6.875296433456242,2104,1458,12993,4331,1737,101,50,49,399,170,119,169,51,87,43,15,56,0.98362782,,4.419753086,4.839506173
2012,WSN,162,98,64,3.3405222274144846,644,162,97,3,1,51,105,17,1468.1,6133,1296,594,545,129,497,32,47,62,4,1325,2338,5615,6221,1468,948,301,25,194,731,688,479,43,1325,41,36,50,111,105,35,0.261442564,P,13215,3.2646079608239233,0,-3,3,1,-2,-10,-1,-16,3.3696681624278426,-0.631450571,-5.647189999,3.8560566860687686,0.947106248,0.6624650135904939,-1.259999949,,,-8.080473748,0.604938272,0.602302533,0.212988265,0.166162066,0.308325266,0.261442564,0.322152001,0.42760463,0.3240501059039299,,101.21945687731005,-4.134481527,4.668396334337945,32.95623385475483,23.68968131848676,8.121453121695765,3.0463110954587136,0.7906924171311349,0.2822249093107618,0.7509,0.463101863,0.092274678,94.30865158396524,3.3405222274144846,,3.5432583727730433,3.799064026231953,19.461113523691893,2204,1458,13215,4405,1632,94,46,47,343,134,108,135,45,111,22,15,62,0.98466808,,4.512345679,3.666666667
2013,ARI,162,81,81,3.9190640176518543,689,162,87,6,2,38,64,29,1495,6338,1460,695,651,176,485,42,60,84,3,1218,2349,5676,6334,1468,1005,302,31,130,685,647,519,51,1142,43,43,50,160,62,41,0.25863284,1B,13455,5.673930955119431,-4,-1,-2,11,-5,61,-5,69,10.918470486067235,-1.012918569,-2.178380445,16.051497007574653,23.778681425759714,4.839865650606635,8.634999893605709,,,22.36989827710521,0.5,0.492754004,0.18029681,0.132840028,0.300876995,0.25863284,0.323196943,0.391472868,0.31355383585582386,,92.88978050389161,-18.52853591,-69.3779992,59.35022512823343,19.397667791247336,7.332442355606695,2.9197327934887087,1.059531900317552,0.2918845192089111,0.7449,0.460363799,0.121883656,92.29479301365863,3.9190640176518543,,4.042499033655945,3.831616555711888,8.467200661078095,2135,1458,13455,4485,1733,75,41,34,338,137,107,137,76,48,22,10,84,0.988082,,4.228395062,4.290123457
2013,ATL,162,96,66,3.1771997349091046,628,162,102,1,0,53,91,16,1450.1,5989,1326,548,512,127,409,35,51,50,3,1232,2293,5441,6133,1354,905,247,21,181,688,656,542,36,1384,55,35,58,120,64,31,0.248851314,P,13053,4.058758035127539,2,1,3,-7,-10,43,-3,38,-5.991160197,4.274450123310089,6.902666796464473,4.59097466,9.776962667703629,0.22926673059508262,4.209999759,,,17.22298689,0.592592593,0.611833806,0.225664438,0.152913067,0.299923293,0.248851314,0.321258027,0.401764381,0.3181445968848142,,101.51828920444427,-5.711381184,3.788746544024672,50.06509693863336,25.643475901592353,7.645136862125033,2.538036506987937,0.7880944654950318,0.2875299760191847,0.7698,0.458224232,0.093657817,93.10370370851341,3.1771997349091046,,3.4387945829362034,3.577734269194396,17.931432826444507,2138,1458,13053,4351,1680,85,47,36,326,143,105,142,60,79,32,6,50,0.98610203,,4.24691358,3.382716049
2013,BAL,162,85,77,4.199588181726436,635,162,78,2,1,57,80,27,1453,6144,1438,709,678,202,473,32,50,38,3,1169,2246,5620,6144,1460,936,298,14,212,745,719,416,36,1125,36,45,27,105,79,29,0.259786476,LF,13077,-2.362117045,-12,3,7,5,6,7,10,26,5.869247190654278,4.964622862637043,14.88903013523668,11.168168302741833,36.89106899360195,6.645581648760974,-4.044999999,,,45.67238800677611,0.524691358,0.524744116,0.183105468,0.171174378,0.288354898,0.259786476,0.312571521,0.430960854,0.3233276248233057,,100.52402272920325,13.753646163269877,16.366629930897385,22.715214698109776,25.71920947,7.240882867902955,2.929801195,1.2512047385084661,0.2908235294117647,0.746,0.42214056,0.129238643,92.73624871607531,4.199588181726436,,4.325895848556856,3.9881830389653303,11.142348389141262,2029,1458,13077,4359,1614,54,25,28,428,166,138,165,56,63,32,8,38,0.99104032,,4.598765432,4.37654321
