Season,Team,TG,W,L,P_ERA,P_G,P_GS,P_QS,P_CG,P_ShO,P_SV,P_HLD,P_BS,P_IP,P_TBF,P_H,P_R,P_ER,P_HR,P_BB,P_IBB,P_HBP,P_WP,P_BK,P_SO,B_G,B_AB,B_PA,B_H,B_1B,B_2B,B_3B,B_HR,B_R,B_RBI,B_BB,B_IBB,B_SO,B_HBP,B_SF,B_SH,B_GDP,B_SB,B_CS,B_AVG,F_Pos,F_Inn,F_rSZ,F_rCERA,F_rSB,F_rGDP,F_rARM,F_rGFP,F_rPM,F_rTS,F_DRS,F_ARM,F_DPR,F_RngR,F_ErrR,F_UZR,F_UZR/150,F_FRM,F_OAA,F_RAA,F_Def,WinP,x,B_K%,B_ISO,B_BABIP,B_AVG,B_OBP,B_SLG,B_wOBA,B_xwOBA,B_wRC+,B_BsR,B_Off,B_Def,B_WAR,P_K/9,P_BB/9,P_HR/9,P_BABIP,P_LOB%,P_GB%,P_HR/FB,P_vFA (pi),P_ERA,P_xERA,P_FIP,P_xFIP,P_WAR,F_G,F_GS,F_Inn,F_PO,F_A,F_E,F_FE,F_TE,F_DP,F_DPS,F_DPT,F_DPF,F_Scp,F_SB,F_CS,F_PB,F_WP,F_FP,F_TZ,RSPG,RAPG
2006,CIN,162,80,82,4.532163365357833,638,162,79,9,3,36,49,24,1445.2,6319,1576,801,728,213,464,55,60,40,9,1053,2335,5515,6296,1419,899,291,12,217,749,718,614,52,1192,59,38,66,122,124,33,0.257298277,C,13011,0,3,2,-5,9,-9,-48,,-47,8.20636729,1.0689679216593504,-7.464259609,-14.63082146,-12.81969297,-0.212605084,,,,-5.819720305,0.49382716,0.466489329,0.189326556,0.175158658,0.290057915,0.257298277,0.336010279,0.432456935,0.3318155675132104,,93.61630066671722,16.420375037938356,-36.54596248,31.118771359324455,19.808754433970726,6.555450582035436,2.8886315955027944,1.3260313143148603,0.3009494369618017,0.7209,0.415069686,0.122203098,,4.532163365357833,,4.6927491142112805,4.473754207498898,14.695151928812265,2129,1458,13011,4337,1596,128,60,66,320,140,102,139,20,50,35,9,40,0.97888137,,4.62345679,4.944444444
2006,CLE,162,78,84,4.432551766,539,162,82,13,6,24,40,23,1423.1,6190,1583,782,701,166,429,35,51,46,2,948,2135,5619,6303,1576,1002,351,27,196,870,839,556,42,1204,54,43,30,127,55,23,0.280476953,P,12810,0,-5,-8,5,-6,6,-32,,-46,-1.761496771,0.7706267163157463,-32.10081869,-6.191969468,-39.28367661,-5.328796035,,,,-53.28368599,0.481481481,0.553118039,0.191020149,0.176721836,0.323791647,0.280476953,0.348533163,0.457198789,0.3465502217722934,,108.0605579792611,-2.86514309,62.74787240073779,-61.36674514,21.24198919846193,5.994378137312644,2.712645802644646,1.0496484923986276,0.30831157528285463,0.6998,0.446840307,0.100060277,,4.432551766,,4.342534457246483,4.466340981694325,16.417896158993244,1938,1458,12810,4270,1670,118,69,45,394,170,122,165,27,128,34,7,46,0.98052162,,5.37037037,4.827160494
2006,COL,162,76,86,4.657530758939459,661,162,81,5,4,34,76,25,1447.1,6318,1549,812,749,155,553,81,66,43,2,952,2306,5562,6348,1504,968,325,54,157,813,761,561,64,1108,60,45,119,119,85,50,0.270406328,P,13026,0,-1,4,10,10,5,-5,,23,14.830377969890833,8.786484244279563,-44.11358854,10.164318938856013,-10.33241949,1.8455874538341515,,,,-5.332374926,0.469135802,0.500615384,0.174543163,0.162531464,0.310225702,0.270406328,0.341201027,0.432937792,0.3332382561342814,,86.95342278192976,-2.744668844,-111.7664879,39.30463164,13.509153109862094,5.919852179586603,3.4387376631422177,0.9638414788192473,0.30357142857142855,0.695,0.45690952,0.095975232,,4.657530758939459,,4.506492121247953,4.684274138241859,17.312807584181428,2105,1458,13026,4342,1815,91,56,35,477,191,152,189,20,99,42,8,43,0.98543534,,5.018518519,5.012345679
2006,DET,162,95,67,3.853590602488455,552,162,88,3,1,46,75,16,1448,6145,1420,675,620,160,489,35,53,44,2,1003,2214,5642,6198,1548,1011,294,40,203,822,785,430,27,1133,45,36,45,120,60,40,0.27437079,P,13032,0,1,4,10,8,-2,18,,54,5.917656444013119,2.957357569,28.63445007801056,-2.548780802,34.960665819235146,6.295165816323692,,,,47.96063771021734,0.586419753,0.597258574,0.182800903,0.174228997,0.309765085,0.27437079,0.328782707,0.448599787,0.3338342025180366,,98.70081408115928,-1.562084298,-12.18907156,23.365305392537266,21.835380068915136,6.23411512,3.039364200994927,0.9944749941905691,0.28378378378378377,0.7405,0.454766107,0.100250626,,3.853590602488455,,4.3207831432847374,4.435131745861642,18.51102017890662,2025,1458,13032,4344,1779,106,61,45,394,163,120,162,19,49,35,6,44,0.98298282,,5.074074074,4.166666667
2006,FLA,162,78,84,4.370231878785679,600,162,89,6,2,41,69,27,1433.1,6294,1465,772,696,166,622,58,74,47,4,1088,2354,5502,6191,1454,921,309,42,182,758,713,497,55,1249,74,42,76,109,110,58,0.264267539,P,13218,0,3,-3,4,3,7,38,,56,-2.309720192,4.524909673258662,25.912867994979024,8.829863117192872,36.95797528978437,4.791673621376738,,,,34.957989343365114,0.481481481,0.490850439,0.201744467,0.170665212,0.309263311,0.264267539,0.331152902,0.434932751,0.3291021388749478,,96.21515639881011,12.573305024998263,-18.20801442,19.966542541980743,20.16294727584724,6.831626844998303,3.905580788225133,1.042325419,0.2990331491712707,0.7202,0.427334851,0.099879663,,4.370231878785679,,4.590935986044491,4.716823640204598,12.222532004117966,2231,1458,13218,4406,1749,80,51,27,407,168,129,164,25,78,28,7,44,0.98716921,,4.679012346,4.765432099
2006,HOU,162,82,80,4.093509351151922,659,162,85,5,2,42,75,18,1468.2,6219,1425,719,668,182,480,65,54,44,2,1160,2393,5521,6326,1407,931,275,27,174,735,708,585,54,1076,73,46,100,122,79,36,0.254845136,P,12837,0,1,3,9,-3,0,21,,30,5.622617993503809,2.0695537282153964,44.52298067526135,-1.660814429,50.55428364739055,7.623884978992133,,,,58.55426100213356,0.50617284,0.511002794,0.170091685,0.154138743,0.28561501,0.254845136,0.331726907,0.408983879,0.3215442058951595,,89.50535227,5.68255566,-82.45570378,74.73956132,19.684797844650134,7.108489292419505,2.941443845139106,1.1152974579485775,0.28620769053649553,0.7276,0.451796271,0.116071428,,4.093509351151922,,4.268856519770235,4.1600372030007895,19.187994273379445,2069,1458,12837,4279,1657,98,59,39,461,195,150,191,31,58,30,10,85,0.9837587,,4.537037037,4.438271605
2006,KCR,162,62,100,5.672584089766368,635,162,47,3,2,35,66,31,1426.1,6434,1648,971,899,213,637,45,60,85,9,904,2272,5589,6229,1515,1019,335,37,124,757,718,474,32,1040,64,48,52,130,65,34,0.271068169,P,13074,0,1,5,5,12,-4,-23,,-2,6.3273384384810925,-1.821977092,6.802799881730152,-12.32862208,-1.020458948,1.0719117454110347,,,,7.979556001235383,0.382716049,0.378028089,0.166960988,0.139738773,0.310976972,0.271068169,0.332469635,0.410806942,0.3230303609563302,,91.63261935467752,2.9744350586552173,-64.62099,37.688159212470055,18.262421568025342,5.704133500721687,4.019394955707649,1.3440049066965922,0.3106060606060606,0.6713,0.42209572,0.120543293,,5.672584089766368,,5.286501324823845,5.088212796601262,0.5438987920060754,2050,1458,13074,4358,1544,124,77,44,365,156,122,156,18,77,40,8,85,0.9794225,,4.672839506,5.99382716
2006,LAA,162,89,73,4.039467620626423,542,162,97,5,3,50,50,13,1452.2,6149,1410,732,652,158,471,27,50,85,3,1164,2264,5609,6221,1539,1042,309,29,159,766,737,486,49,914,42,53,31,126,148,57,0.274380459,C,13143,0,1,-4,-6,-5,-12,-6,,-33,-2.467850138,-3.047273764,-29.4798338,-4.88887502,-39.88379098,-5.661287082,,,,-46.88379969,0.549382716,0.522685243,0.146921716,0.150472455,0.30071911,0.274380459,0.333925686,0.424852914,0.3271963997493639,,95.23162095969052,11.290269945049658,-27.37662456,-12.10264288,17.025144466399933,7.211564893265577,2.918081670728597,0.978889393,0.2907570831398049,0.7013,0.422734535,0.091913903,,4.039467620626423,,4.034083798,4.285096763520485,21.253753886558115,2176,1458,13143,4382,1794,115,63,52,432,178,135,174,30,110,38,7,54,0.98171992,,4.728395062,4.518518519
2006,LAD,162,88,74,4.227800889127731,616,162,81,1,0,40,56,21,1460.1,6289,1524,751,686,152,492,40,41,54,8,1068,2384,5628,6394,1552,1034,307,58,153,820,787,601,61,959,51,48,66,140,128,49,0.275764036,1B,12900,0,-1,5,3,2,-15,-16,,-13,-2.570669649,1.0568004855886102,-17.20816952,-8.163601262,-26.88566497,-4.015975554,,,,-12.88570429,0.543209877,0.543836506,0.14998436,0.156716418,0.30652936,0.275764036,0.348293299,0.432480454,0.3371033550583234,,101.00007917503657,-4.750890555,3.3659820841643793,-2.615445659,20.721266285271984,6.5820573609160595,3.032183728062454,0.9367722086697013,0.30246913580246915,0.7082,0.477928321,0.097000638,,4.227800889127731,,4.132141398151647,4.288799919104827,19.743314729785197,2212,1458,12900,4300,1588,126,61,64,420,170,137,169,23,69,46,14,47,0.97904889,,5.061728395,4.635802469
2006,MIL,162,75,87,4.829322730880044,589,162,81,7,5,43,59,24,1425.2,6210,1454,833,765,177,514,34,74,57,2,1145,2206,5433,6130,1400,899,301,20,180,730,695,502,48,1233,82,53,58,134,71,37,0.25768452,1B,12831,0,3,-1,-6,-12,-2,21,,-3,-6.730907895,-2.846424147,22.770563966128975,-6.278147008,6.915109463,-0.602323519,,,,4.915129056797059,0.462962963,0.434386027,0.201141924,0.162157188,0.299533513,0.25768452,0.326853377,0.419841708,0.3223294492022851,,89.31814899370241,-1.511222252,-87.80079054,47.73457337077707,15.930685424219714,7.228201995892354,3.2447998479377027,1.1173727102820494,0.2969767441860465,0.6738,0.421344421,0.107664233,,4.829322730880044,,4.391782531107085,4.4002788738818595,16.236480926774675,2011,1458,12831,4277,1579,117,58,59,317,128,100,128,21,97,31,3,57,0.98041185,,4.50617284,5.141975309
2006,MIN,162,96,66,3.9518320155118585,583,162,73,1,0,40,68,10,1439.1,6066,1490,683,632,182,356,25,36,40,3,1164,2226,5602,6228,1608,1156,275,34,143,801,754,490,46,872,50,55,31,163,101,42,0.287040342,2B,12954,0,-2,-1,-5,1,8,3,,15,1.9174773171544075,-6.26149895,32.62574504618533,2.4937253908719867,30.775440147146583,4.0342272451463055,,,,34.775449281301455,0.592592593,0.579015242,0.140012845,0.137807926,0.315596725,0.287040342,0.346619331,0.424848268,0.33420020738203843,,100.95888789140862,-1.416261781,5.930820203144272,13.499128179624677,22.73217163020761,7.278374155151588,2.226031958104781,1.1380275740872758,0.3022181146025878,0.7368,0.436540198,0.112623762,,3.9518320155118585,,3.9901967299306107,3.9260814935439217,20.593509402126074,2006,1458,12954,4318,1646,84,40,43,317,135,104,134,22,54,31,5,40,0.98611111,,4.944444444,4.216049383
2006,NYM,162,97,65,4.157159905577529,636,162,82,5,3,43,73,15,1461.1,6240,1402,731,675,180,527,39,62,37,5,1161,2279,5558,6291,1469,905,323,41,200,834,800,547,63,1071,62,47,77,114,146,35,0.264303706,1B,13152,0,-5,1,-3,3,4,35,,32,-1.123989929,-1.918816753,19.77702392552601,7.497266834338461,24.23145545873558,2.776198018664366,,,,22.231459632457568,0.598765432,0.565530845,0.170243204,0.180820439,0.292801107,0.264303706,0.334406179,0.445124145,0.33365277334299154,,99.24165822864617,20.542979108868167,13.82920821140048,66.36996974050999,28.053872943586406,7.150315037593349,3.2456641040583074,1.1085759748206743,0.2835266821345708,0.7246,0.433081674,0.109957238,,4.157159905577529,,4.368236654806614,4.343097931679243,16.206338672782294,2065,1458,13152,4384,1638,104,48,54,304,131,103,132,20,111,40,10,37,0.98302318,,5.148148148,4.512345679
2006,NYY,162,97,65,4.426233847984319,651,162,79,5,1,43,83,17,1443.2,6215,1463,767,710,170,496,41,59,46,7,1019,2430,5651,6455,1608,1050,327,21,210,930,902,649,43,1053,72,49,34,139,139,35,0.284551406,P,12993,0,-4,3,1,-8,3,-34,,-39,-6.499485072,-1.513872579,-62.60788323,-9.436452856,-80.057796,-11.80679125,,,,-75.05782611,0.598765432,0.595173787,0.163129357,0.176782871,0.315077755,0.284551406,0.362716087,0.461334277,0.3556924204947471,,113.42824999945822,7.441561713814735,118.87509522560569,-91.89708134,24.220634599047187,6.352580691684537,3.092129561408764,1.0598024706441327,0.2891970476403489,0.7028,0.433194839,0.09631728,,4.426233847984319,,4.419205810158304,4.6085573988262185,17.277102334424853,2240,1458,12993,4331,1593,104,53,50,356,147,107,145,18,92,47,17,46,0.98274718,,5.740740741,4.734567901
2006,OAK,162,93,69,4.2158438767913315,606,162,76,5,2,54,83,20,1451.2,6279,1525,727,680,162,529,47,55,43,4,1003,2197,5500,6281,1429,966,266,22,175,771,735,650,28,976,50,56,25,170,61,20,0.259818181,2B,13065,0,4,6,6,3,1,-21,,4,-4.680781705,-2.220149692,-2.232350134,12.77124672543141,3.6379745043814182,-0.415911509,,,,11.637976743611844,0.574074074,0.529347178,0.155389269,0.151818182,0.284676503,0.259818181,0.340313299,0.411636363,0.3284991767135429,,97.36124396823323,-16.54760396,-38.49178427,-8.064498376,16.543291182808872,6.218369718267214,3.2796785453273736,1.0043628059414642,0.3008830022075055,0.7342,0.425633253,0.092465753,,4.2158438767913315,,4.422525141126352,4.669874811,17.173403469845653,2016,1458,13065,4355,1624,84,43,39,417,177,131,175,17,88,41,10,43,0.98614547,,4.759259259,4.487654321
2006,PHI,162,85,77,4.609909163285955,662,162,74,4,2,42,85,22,1460.1,6366,1561,812,748,211,512,63,62,58,4,1138,2410,5687,6509,1518,967,294,41,216,865,823,626,67,1203,95,44,57,115,92,25,0.266924564,C,13143,0,0,-2,6,5,2,-8,,-4,1.4654058814048767,2.4645218923687935,-13.43882819,2.903439907269785,-6.605574646,-0.330426609,,,,-11.60558605,0.524691358,0.53157252,0.184821017,0.180059786,0.301948051,0.266924564,0.347024178,0.44698435,0.3414959596392692,,99.69549056094218,18.483561826171353,15.530535236260533,34.56611093133688,25.853580516343182,7.013471427566064,3.1554458443882467,1.3003888147771876,0.3038487508440243,0.7192,0.436520203,0.130246913,,4.609909163285955,,4.645723895231173,4.328224189345577,14.157515440136194,2183,1458,13143,4381,1686,104,50,52,388,156,121,153,23,94,35,11,58,0.98314698,,5.339506173,5.012345679
2006,PIT,162,67,95,4.547040834930057,667,162,73,2,1,39,72,21,1435,6354,1545,797,725,156,620,62,70,61,6,1060,2325,5558,6218,1462,1018,286,17,141,691,656,459,49,1200,89,49,62,153,68,23,0.26304426,P,12915,0,7,0,1,-7,-1,-50,,-36,-0.590266943,3.9566414915025234,-65.49425053,8.386788916308433,-53.74117744,-6.780448208,,,,-49.74116998,0.413580247,0.429123116,0.192988099,0.13368118,0.309657759,0.26304426,0.326563769,0.39672544,0.31457863980888967,,86.15474576231131,-2.188337763,-115.0233302,-12.98143993,7.730527626353121,6.6480872896908405,3.888503886422945,0.9783977520677086,0.3122751798561151,0.7131,0.45543207,0.103516921,,4.547040834930057,,4.525148136674382,4.589506034741084,12.500135153532028,2118,1458,12915,4305,1788,104,61,43,410,173,128,169,21,102,52,16,61,0.98321769,,4.265432099,4.919753086
2006,SDP,162,88,74,3.8799850077776976,637,162,90,4,2,50,81,21,1463.2,6175,1385,679,631,176,468,63,50,34,4,1097,2396,5576,6287,1465,968,298,38,161,731,698,564,37,1104,40,47,59,127,123,31,0.262733142,P,13173,0,1,-6,-3,-9,-2,61,,27,-9.164648168,-1.408006854,33.067823963831415,8.434216727,30.929371092672227,1.8262362666932601,,,,10.929361588921221,0.543209877,0.536829341,0.175600445,0.153694404,0.299219825,0.262733142,0.332262726,0.416427546,0.3247249516319959,,98.77708419757958,5.176025576656684,-5.027530271,65.13811272542807,26.102799751812718,6.745393904,2.877706788652872,1.0822145188096273,0.27577554744525545,0.7389,0.415408875,0.100571428,,3.8799850077776976,,4.272690521985433,4.391744547462903,16.41407513897866,2156,1458,13173,4391,1595,92,46,42,341,141,103,138,27,150,26,11,34,0.98486344,,4.512345679,4.191358025
2006,SEA,162,78,84,4.5974657815255835,591,162,74,6,2,47,72,20,1446.2,6294,1500,792,739,183,560,50,53,47,6,1067,2259,5670,6213,1540,1060,266,42,172,756,703,404,49,974,63,38,38,117,106,37,0.271604938,P,13020,0,-9,1,4,7,-1,50,,54,12.587404929101467,5.480921670794487,23.851352215075167,0.060937911,41.98054868192412,8.274031302806293,,,,45.98055264465287,0.481481481,0.476756757,0.156768066,0.152733686,0.299868478,0.271604938,0.325020242,0.424338624,0.3224349335502496,,94.86109374412787,4.026464031543583,-37.61156214,26.477296110242605,19.73308929704001,6.638018929482811,3.4838712282196576,1.1384793477932096,0.2972241029113067,0.7114,0.428947946,0.106954997,,4.5974657815255835,,4.587303267129158,4.6069222638004375,13.374530578963459,2023,1458,13020,4340,1630,88,51,37,365,153,115,151,29,72,38,16,47,0.98547375,,4.666666667,4.888888889
2006,SFG,161,76,85,4.639542429513455,599,161,77,7,3,37,68,22,1429.2,6225,1422,790,737,153,584,37,70,50,7,992,2313,5472,6136,1418,906,297,52,163,746,711,494,76,891,53,37,80,136,58,25,0.259137426,LF,12867,0,0,-3,-3,-14,15,30,,32,-7.066608744,-3.95248821,36.282531788425786,5.805125676573425,31.06862231946434,2.2190104227843497,,,,31.06859723763243,0.472049689,0.471377654,0.145208604,0.162646199,0.281705948,0.259137426,0.324471598,0.421783625,0.3196946740349798,,87.50955544514566,-15.7628434,-116.2489255,73.47869102656841,15.689177242478173,6.244811519779304,3.676380975353945,0.9631614541595096,0.2867148666967917,0.6907,0.418703745,0.088901801,,4.639542429513455,,4.522595175166154,4.825079755519949,13.032401425763965,2164,1449,12867,4289,1578,91,48,43,312,134,101,132,14,98,40,5,50,0.98472642,,4.633540373,4.906832298
2006,STL,161,83,78,4.538821098937131,630,161,74,6,3,38,73,19,1429.2,6196,1475,762,721,193,504,35,80,35,3,970,2359,5522,6225,1484,981,292,27,184,781,745,531,70,922,61,40,71,129,59,32,0.268743208,SS,12867,0,2,3,3,-13,12,46,,55,-6.461095369,5.427911527454853,0.089548088,-0.062035593,-1.005700556,-0.934252195,,,,5.994302734117314,0.51552795,0.512311808,0.148112449,0.162622239,0.291741472,0.268743208,0.337341566,0.431365447,0.33055582284966556,,97.6747366,5.883704602485523,-13.32565662,45.99864665197674,23.25538662272161,6.106319647668539,3.172768146829839,1.214968754639204,0.2881546414924702,0.7251,0.462082688,0.124677002,,4.538821098937131,,4.770205822936756,4.538711717081491,7.759770538425073,2217,1449,12867,4289,1779,98,69,29,435,171,140,170,19,63,32,8,35,0.98410639,,4.850931677,4.732919255
2006,TBD,162,61,101,4.9678456,606,162,65,3,2,33,47,21,1420.1,6374,1600,856,784,180,606,39,63,70,8,979,2247,5474,6041,1395,905,267,33,190,689,650,441,23,1106,47,43,35,101,134,52,0.254841066,SS,12783,0,-1,-6,4,2,-9,-28,,-35,-0.167379111,-3.549228776,17.39906426751986,-12.46089527,1.2215118519961834,-0.279269511,,,,-1.778477638,0.37654321,0.393157686,0.183082271,0.164961637,0.285477375,0.254841066,0.313572023,0.419802703,0.31642443457800823,,88.99019295602423,1.902562974,-84.41123886,-19.01327168,10.252862683384624,6.203470462417896,3.8399418796989226,1.140576795950175,0.3123625164980202,0.7005,0.425193465,0.102857142,,4.9678456,,4.828748908183197,4.914823918652471,8.843799037393183,2080,1458,12783,4261,1591,116,70,45,363,159,115,158,29,108,46,8,70,0.980563,,4.25308642,5.283950617
2006,TEX,162,80,82,4.608989808150445,651,162,74,3,1,42,79,23,1431.1,6237,1558,784,733,162,496,18,66,34,4,972,2227,5659,6273,1571,1008,357,23,183,835,799,505,35,1061,40,50,18,148,53,24,0.277610885,1B,12882,0,-1,5,5,11,9,-22,,12,5.149525277,-3.098283652,-21.91251217,7.983162655233173,-11.87804224,-0.965011981,,,,-3.878055025,0.49382716,0.531469699,0.169137573,0.168227602,0.310862262,0.277610885,0.33834346,0.445838487,0.3374278095110108,,97.10218050937291,-7.428480778,-31.47651624,-21.69664709,15.878099958952866,6.111784575064437,3.1187707296625113,1.0186307625107396,0.30742127284739046,0.7057,0.464139564,0.103713188,,4.608989808150445,,4.437854176,4.501947358304131,15.826290170662105,2048,1458,12882,4294,1748,97,55,40,415,174,134,174,27,67,40,11,34,0.98419938,,5.154320988,4.839506173
2006,TOR,162,87,75,4.372927143598488,644,162,65,6,1,42,87,20,1428.1,6151,1447,754,694,185,504,56,59,53,13,1076,2329,5596,6241,1591,1017,348,27,199,809,778,514,31,906,63,52,16,166,65,33,0.284310221,P,12855,0,-2,-6,3,19,-1,32,,39,15.279750843066722,0.45335444062948227,16.009062867664397,-6.222944493,25.519294464873383,6.703966104745745,,,,10.519290181405722,0.537037037,0.535145221,0.145169043,0.178520372,0.306405458,0.284310221,0.348273092,0.462830593,0.3485991613476901,,107.31379101158852,-15.04193935,43.57599271,3.415220223367214,25.43483018996367,6.779927386904861,3.175728069702649,1.165693835109107,0.2916570372082274,0.7173,0.46256503,0.122923588,,4.372927143598488,,4.506376246783866,4.305120450107178,15.35208935191622,2146,1458,12855,4284,1713,99,42,56,366,160,122,158,31,130,32,15,53,0.98375984,,4.99382716,4.654320988
2006,WSN,162,71,91,5.031559828075052,679,162,68,1,1,32,62,23,1436.1,6424,1535,872,803,193,584,93,92,47,10,960,2430,5495,6283,1437,929,322,22,164,746,695,594,66,1156,69,49,76,119,123,62,0.261510464,3B,12927,0,-7,-5,-13,8,-2,-29,,-50,6.085080537945032,-6.782385532,1.1646269811044476,-15.57451527,-15.1071717,-2.038743255,,,,-24.10717269,0.438271605,0.422595489,0.18398854,0.156141947,0.301373106,0.261510464,0.338327694,0.417652411,0.32701949334808483,,96.3617888,3.289554280694574,-27.3494426,18.782120051037055,19.463810981914573,6.015314365,3.6593162386000375,1.209328825427752,0.29205658324265504,0.6899,0.396458648,0.101846965,,5.031559828075052,,4.968749897,5.078244422438244,4.557653914,2165,1458,12927,4309,1499,131,64,62,259,123,91,123,25,110,30,11,47,0.97794241,,4.604938272,5.382716049
2007,ARI,162,90,72,4.134630062,631,162,84,7,4,51,85,15,1441,6216,1446,732,662,169,546,38,61,48,9,1088,2305,5398,6101,1350,853,286,40,171,712,687,532,38,1111,57,58,55,121,109,24,0.250092626,P,12969,0,0,-1,4,-3,5,20,,36,-3.030317114,1.6585720051079988,-3.132172772,1.2560775464689868,-3.247860331,-0.859032346,,,,0.752108165,0.555555556,0.486152241,0.182101294,0.162838089,0.282462865,0.250092626,0.320760959,0.412930715,0.3198341206522339,,82.14004816,8.777106195688248,-132.9117584,34.100468048476614,10.014115960566807,6.795283244123614,3.410132951554681,1.0555173421478776,0.29342830882352944,0.7273,0.439057544,0.103300733,90.17188578040809,4.134630062,,4.517879757085256,4.417475390159964,15.998787287739106,2151,1458,12969,4323,1635,106,60,44,395,160,126,159,19,88,42,15,48,0.98251979,,4.395061728,4.518518519
2007,ATL,162,84,78,4.109636953913495,690,162,81,1,1,36,64,15,1456.1,6263,1442,733,665,172,537,89,42,48,5,1106,2398,5689,6374,1562,1031,328,27,176,810,781,534,43,1149,49,47,55,137,64,30,0.274564949,1B,13107,0,1,-2,2,16,4,44,,59,21.928066562861204,-1.379368592,27.223837203113362,-2.275276059,45.49720359937055,10.172861585430589,,,,40.49717119267776,0.518518519,0.549778823,0.18026357,0.159957814,0.314214463,0.274564949,0.339452445,0.434522763,0.3369703578048637,,99.25667279,-6.15994193,-12.51977731,80.44452427327633,27.160020751832104,6.834975144403497,3.3186090891000704,1.0629436933430394,0.2882433045846573,0.7235,0.452910766,0.107567229,91.31482205087522,4.109636953913495,,4.448801821912059,4.290803525439706,13.115807138790842,2170,1458,13107,4369,1657,107,56,50,333,143,106,143,32,98,30,10,48,0.9825534,,5,4.524691358
2007,BAL,162,69,93,5.1860531071376865,652,162,72,4,1,30,78,25,1438.2,6418,1491,868,829,161,696,37,72,55,8,1087,2348,5631,6264,1529,1051,306,30,142,756,718,500,31,939,47,47,38,139,144,42,0.271532587,1B,12948,0,0,-3,-3,3,3,-13,,-12,-1.154040199,-6.267277405,0.08365363,9.066735689928464,1.7290440710639814,-0.47378745,,,,-3.270964449,0.425925926,0.431360947,0.149904214,0.140649973,0.301718512,0.271532587,0.333493975,0.41218256,0.3268943324968974,,95.44735204535597,-9.043479625,-45.24709881,-17.15782524,15.05763925076998,6.800047922145555,4.354032524207273,1.007182810915763,0.3021353930031804,0.684,0.448783753,0.096871239,90.35959632341252,5.1860531071376865,,4.784781454899506,4.779174626212104,10.995273299980909,2140,1458,12948,4316,1690,79,41,37,383,156,125,155,32,109,32,19,55,0.98701726,,4.666666667,5.358024691
2007,BOS,162,96,66,3.866077116094536,613,162,84,5,3,45,78,11,1438.2,6071,1350,657,618,151,482,20,62,33,0,1149,2278,5589,6426,1561,1008,352,35,166,867,829,689,54,1042,64,54,30,146,96,24,0.279298622,3B,12948,0,-2,-2,2,-8,13,6,,2,-6.442240717,-0.100859001,32.81813366431743,2.864118448,29.13908431492746,2.426403500475748,,,,22.139048519793835,0.592592593,0.635227636,0.16215375,0.164609053,0.314543404,0.279298622,0.361788617,0.443907675,0.35169389927586486,,109.43927216610518,-5.000523943,70.67947414974421,11.792356798425317,29.738415318987528,7.187900657593239,3.015289919025188,0.9446240202755257,0.28365270877691035,0.7352,0.426450116,0.087384259,90.54400022464057,3.866077116094536,,4.141128962673068,4.283433438715303,18.393379152403213,2103,1458,12948,4316,1538,81,42,39,329,146,108,146,21,107,32,10,33,0.98635215,,5.351851852,4.055555556
2007,CHC,162,85,77,4.043780134745253,640,162,81,2,1,39,67,14,1446.2,6186,1340,690,650,165,573,46,59,42,3,1211,2379,5643,6268,1530,1011,340,28,151,752,711,500,48,1054,40,37,48,127,86,33,0.271132376,P,13020,0,-5,-10,2,12,8,18,,16,14.552999902516603,5.283284978941083,44.393830904504284,2.881490145002317,67.11151678,13.630515395386393,,,,49.11153014934331,0.524691358,0.542916502,0.168155711,0.150451887,0.308156424,0.271132376,0.332797427,0.421584263,0.32876376344140906,,89.87985021179875,-3.939650852,-87.02488088,96.64493506975123,21.130452910365484,7.533873451040771,3.564747718783123,1.0264980342045642,0.28123504068932503,0.7364,0.412615603,0.096434833,90.97915369739448,4.043780134745253,,4.3587251651610455,4.359694847834722,17.71329386672005,2214,1458,13020,4340,1535,94,52,40,329,134,96,134,33,116,24,16,42,0.98425197,,4.641975309,4.259259259
2007,CHW,162,72,90,4.772790685767203,625,162,88,9,4,42,73,23,1440.2,6293,1556,839,764,174,499,50,59,45,0,1015,2257,5441,6103,1341,882,249,20,190,693,667,532,33,1149,52,35,41,138,78,45,0.246462047,CF,12966,0,4,-1,1,-6,-8,-56,,-63,-11.04069847,-3.500218082,-19.386767,-4.852962003,-38.78067464,-7.000724178,,,,-39.78072078,0.444444444,0.405557479,0.188268064,0.15787539,0.278220933,0.246462047,0.317656765,0.404337437,0.3164400078871762,,85.71573123235162,-15.71023982,-125.7237816,-55.66658194,2.9061469122665597,6.340814850855643,3.1173070054945473,1.086996831575253,0.3040035195776507,0.6817,0.429220779,0.098138747,91.24555800712726,4.772790685767203,,4.562599070259812,4.5363474131845205,17.22995649278164,2065,1458,12966,4322,1604,108,52,53,390,168,129,168,24,98,23,20,45,0.98210143,,4.277777778,5.179012346
