Season,Team,TG,W,L,P_ERA,P_G,P_GS,P_QS,P_CG,P_ShO,P_SV,P_HLD,P_BS,P_IP,P_TBF,P_H,P_R,P_ER,P_HR,P_BB,P_IBB,P_HBP,P_WP,P_BK,P_SO,B_G,B_AB,B_PA,B_H,B_1B,B_2B,B_3B,B_HR,B_R,B_RBI,B_BB,B_IBB,B_SO,B_HBP,B_SF,B_SH,B_GDP,B_SB,B_CS,B_AVG,F_Pos,F_Inn,F_rSZ,F_rCERA,F_rSB,F_rGDP,F_rARM,F_rGFP,F_rPM,F_rTS,F_DRS,F_ARM,F_DPR,F_RngR,F_ErrR,F_UZR,F_UZR/150,F_FRM,F_OAA,F_RAA,F_Def,WinP,x
2002,LAA,162,99,63,3.6871727582573204,562,162,94,7,2,54,66,17,1452.1,6097,1345,644,595,169,509,24,49,52,7,999,2307,5678,6327,1603,1086,333,32,152,851,811,462,42,805,74,64,49,105,117,51,0.282317717,P,13020,0,0,0,0,0,0,0,,0,-5.166316995,-4.762831798,7.233345430344343,1.9639511096756905,-0.731763449,-1.882657201,,,,1.268240957302435,0.611111111,0.635856944
2002,ARI,162,98,64,3.925574488808127,584,162,101,14,5,40,58,19,1446.2,6067,1361,674,631,170,421,30,54,48,11,1303,2331,5508,6318,1471,982,283,41,165,819,783,643,58,1016,50,53,62,130,92,46,0.267066085,P,13206,0,0,0,0,0,0,0,,0,0.5388622209429741,-0.721351297,26.626186889247037,-1.051720195,25.391921301488765,3.424748190206548,,,,31.39193063371437,0.604938272,0.596212391
2002,ATL,161,101,59,3.134257668203855,630,161,85,3,2,57,79,14,1467.1,6131,1302,565,511,123,554,63,42,40,4,1058,2319,5495,6224,1428,959,280,25,164,708,669,558,68,1028,54,49,67,147,76,39,0.259872611,P,13056,0,0,0,0,0,0,0,,0,0.3067110404372215,-1.309610175,4.399944536,16.884272419963963,20.281247714534402,2.5953526325588507,,,,19.281296537804618,0.63125,0.610933236
2002,BAL,162,67,95,4.4607061575116616,569,162,75,8,1,31,58,15,1450.2,6258,1491,773,719,208,549,34,54,54,1,967,2217,5491,6096,1353,850,311,27,165,667,636,452,25,993,64,49,40,128,110,48,0.246403205,LF,13014,0,0,0,0,0,0,0,,0,-14.48039023,-1.171537015,2.0548412087373435,0.5636468479642645,-13.03342141,-4.722082824,,,,-7.033393171,0.413580247,0.426785608
2002,BOS,162,93,69,3.7531114886347665,500,162,95,5,3,51,40,17,1446,6049,1339,665,603,146,430,29,84,31,6,1157,2172,5640,6332,1560,1002,348,33,177,859,810,545,39,944,72,53,22,139,80,28,0.276595744,P,12972,0,0,0,0,0,0,0,,0,-10.80750725,4.052558586001396,2.2544191058259457,-5.106935046,-9.607450312,-2.754055411,,,,-10.60742659,0.574074074,0.625266713
2002,CHC,162,67,95,4.302264467422725,552,162,88,11,3,23,32,25,1441.1,6236,1373,759,689,167,606,53,58,44,2,1333,2294,5496,6242,1351,863,259,29,200,706,676,585,52,1269,44,39,78,117,63,21,0.245815138,3B,12807,0,0,0,0,0,0,0,,0,-10.91176083,-0.223985294,4.442029893398285,-5.529256919,-12.22295565,-3.666808694,,,,-14.22298226,0.413580247,0.463869813
2002,CHW,162,81,81,4.572734292582744,585,162,70,7,4,35,60,11,1423,6131,1422,798,723,190,528,31,60,54,6,945,2208,5502,6208,1475,940,289,29,217,856,819,555,17,952,49,53,48,111,75,31,0.268084332,P,13083,0,0,0,0,0,0,0,,0,9.38054088,-2.613301203,-5.493014798,2.429766837041825,3.703953932505101,1.8287200204908918,,,,3.7039461373639573,0.5,0.535023439
2002,CIN,162,78,84,4.290529561966561,624,162,67,2,1,42,67,15,1453.2,6296,1502,774,693,173,550,63,56,52,2,980,2353,5470,6254,1386,899,297,21,169,709,678,583,66,1188,66,40,95,119,116,52,0.253382084,CF,12822,0,0,0,0,0,0,0,,0,-8.6473534,-0.335012477,-28.89162761,1.978625001745968,-35.89535808,-6.166957521,,,,-36.89534402,0.481481481,0.456253965
2002,CLE,162,74,88,4.908520671,583,162,74,9,2,34,51,19,1424.2,6271,1508,837,777,142,603,38,57,52,8,1058,2236,5423,6099,1349,876,255,26,192,739,706,542,35,1000,56,39,39,149,52,37,0.248755301,1B,12840,0,0,0,0,0,0,0,,0,4.338689638,-1.306522012,5.754346015222836,-7.597600924,1.1888705203309655,0.713392663,,,,-6.811124063,0.456790123,0.438056774
2002,COL,162,73,89,5.2107505847914135,668,162,69,1,0,43,78,16,1426.2,6345,1554,898,826,225,582,49,64,42,6,920,2393,5512,6165,1508,1032,283,41,152,778,726,497,40,1043,56,50,49,133,103,53,0.273584905,P,12726,0,0,0,0,0,0,0,,0,8.429796722,0.4068540669977665,-48.12935595,-14.17111132,-53.46378114,-5.306442911,,,,-55.46379291,0.450617284,0.42876613
2002,DET,161,55,106,4.939176990996017,533,161,74,11,4,33,32,21,1414,6215,1593,864,776,163,463,34,62,59,8,794,2096,5406,5920,1340,914,265,37,124,575,546,363,22,1035,64,57,30,125,65,44,0.247872733,P,13005,0,0,0,0,0,0,0,,0,7.831169676035643,1.0608716803835705,-21.83808002,9.226181407342665,-3.719858005,0.7965996188082092,,,,-4.71985186,0.341614907,0.306952515
2002,FLA,162,79,83,4.363011442241933,623,162,71,11,6,36,68,19,1456.1,6340,1449,763,706,151,631,46,58,55,7,1104,2319,5496,6263,1433,975,280,32,146,699,653,595,69,1130,61,49,59,129,177,73,0.26073508,1B,12969,0,0,0,0,0,0,0,,0,3.154604025185108,1.6508407332003117,-21.18315383,-3.408687374,-19.78639253,-1.784078626,,,,-23.78637494,0.487654321,0.456308077
2002,HOU,162,84,78,4.004843991406035,642,162,79,2,2,43,70,15,1445,6205,1423,695,643,151,546,78,55,38,3,1219,2342,5503,6252,1441,951,291,32,167,749,719,589,57,1120,59,37,64,144,71,27,0.261857168,SS,13071,0,0,0,0,0,0,0,,0,0.4529079422354698,-1.743308015,28.871919753131806,5.856443435003712,33.438005361764226,4.428685447666999,,,,45.43796958873142,0.518518519,0.537343898
2002,KCR,162,62,100,5.208884002733759,583,162,65,12,4,30,40,24,1441,6386,1587,891,834,212,572,48,52,68,6,909,2248,5535,6206,1415,948,285,42,140,737,695,524,27,921,52,51,44,106,140,65,0.255645889,C,13119,0,0,0,0,0,0,0,,0,-4.771396682,7.072473943,27.557130455737934,8.328690235153772,38.186917246319354,5.6308867906535225,,,,43.186878462580665,0.382716049,0.406244344
2002,LAD,162,92,70,3.692204045307906,585,162,97,4,2,56,78,15,1457.2,6139,1311,643,598,165,555,45,46,33,3,1132,2302,5554,6146,1464,994,286,29,155,713,693,428,50,940,53,44,67,140,96,37,0.263593806,P,13107,0,0,0,0,0,0,0,,0,0.8738111536949873,1.493473045527935,-32.78309364,-0.5554485,-30.97129383,-3.768805769,,,,-23.9712689,0.567901235,0.551485217
2002,MIL,162,56,106,4.756573192961635,608,162,73,7,3,32,52,10,1432.1,6339,1468,821,757,199,666,82,62,64,8,1026,2329,5415,6083,1369,932,269,29,139,627,597,500,37,1125,55,34,79,144,94,50,0.252816251,C,12891,0,0,0,0,0,0,0,,0,-0.69133178,-4.988514272,-0.923876846,5.52361078,-1.080152263,-0.691041357,,,,-6.080135905,0.345679012,0.368384606
2002,MIN,161,94,67,4.124136317190238,596,161,78,8,5,47,83,18,1444.2,6133,1454,712,662,184,439,24,45,62,3,1026,2289,5582,6196,1518,967,348,36,167,768,731,472,30,1089,56,52,34,121,79,62,0.271945539,P,13002,0,0,0,0,0,0,0,,0,9.526334431022406,-2.966877486,45.20815669931471,8.668796688,60.43636836018413,9.793368922987902,,,,61.43641828506897,0.583850932,0.537783743
2002,MON,162,83,79,3.9766025992373977,599,162,78,9,1,39,78,20,1453,6246,1475,718,642,165,508,80,46,51,5,1088,2262,5479,6250,1432,934,300,36,162,735,695,575,85,1104,46,42,108,123,118,64,0.261361562,P,12984,0,0,0,0,0,0,0,,0,3.1282595379743725,2.369985207915306,25.670146621589083,-14.11500012,17.053338165511377,3.1390731460862775,,,,12.053336905581986,0.512345679,0.51169833
2002,NYM,161,75,86,3.9052664389764513,612,161,81,9,6,36,62,15,1442.2,6212,1408,703,626,163,543,75,55,22,7,1107,2389,5496,6150,1409,989,238,22,160,690,650,486,46,1044,63,30,75,142,87,42,0.256368267,LF,13068,0,0,0,0,0,0,0,,0,-9.84836544,-0.495537935,-16.6360901,-12.87791606,-39.85789173,-7.402629456,,,,-44.85790458,0.465838509,0.490668437
2002,NYY,161,103,58,3.886362733074711,495,161,87,9,5,53,46,16,1452,6159,1441,697,627,144,403,44,48,59,2,1135,2135,5601,6377,1540,991,314,12,223,897,857,640,48,1171,72,41,23,150,100,38,0.274950901,P,13068,0,0,0,0,0,0,0,,0,-11.79440972,-1.920421964,-14.10434366,0.9768437497186824,-26.84241223,-6.04751927,,,,-16.84238392,0.639751553,0.623525865
2002,OAK,162,103,59,3.688018260940249,570,162,95,9,5,48,86,21,1452,6158,1391,654,595,135,474,45,62,40,9,1021,2312,5558,6291,1450,938,279,28,205,800,772,609,37,1008,68,36,20,128,46,20,0.26088521,P,13047,0,0,0,0,0,0,0,,0,-3.073107418,-6.594376814,-8.801491975,12.145366483087855,-6.323610203,-1.856004271,,,,-11.32366384,0.635802469,0.59941033
2002,PHI,161,80,81,4.1657831749373875,611,161,77,5,3,47,78,24,1449.2,6222,1381,724,671,153,570,54,70,68,5,1075,2260,5524,6323,1428,897,325,41,165,710,676,640,70,1095,53,39,66,129,104,43,0.258508327,1B,12714,0,0,0,0,0,0,0,,0,7.851636217907071,8.179592426866293,-7.246679176,1.2164473977900343,10.00105569884181,3.6108952326120494,,,,13.001015206917744,0.49689441,0.490238029
2002,PIT,161,72,89,4.236670702780517,619,161,73,2,1,47,96,19,1412.2,6131,1447,730,665,163,572,93,55,34,5,920,2343,5330,6049,1300,875,263,20,142,641,610,537,44,1109,73,41,68,97,86,49,0.243902439,2B,12927,0,0,0,0,0,0,0,,0,4.9987980499863625,0.1868764776736498,-19.49771718,-7.235823954,-21.54788629,-2.048088999,,,,-22.54788969,0.447204969,0.435356296
2002,SDP,162,66,96,4.655605416332596,622,162,74,5,2,40,60,23,1436.1,6333,1522,815,743,177,582,61,66,51,4,1108,2372,5515,6178,1393,985,243,29,136,662,627,547,42,1062,30,41,45,132,71,44,0.252583862,P,13008,0,0,0,0,0,0,0,,0,-10.53447781,-1.807180211,31.51392005197704,5.871339245,25.043629499152303,1.1088692213643834,,,,33.043607358172984,0.407407407,0.397511404
2002,SEA,162,93,69,4.0724175192038645,505,162,82,8,3,43,57,21,1445.1,6117,1422,699,654,178,441,34,49,42,3,1063,2251,5569,6362,1531,1063,285,31,152,814,771,629,62,1003,51,72,41,123,137,58,0.274914706,P,12936,0,0,0,0,0,0,0,,0,-3.271505781,4.208636887,29.268097173422575,3.5795148870747653,33.78472648002207,4.230239778153907,,,,35.784693021346136,0.574074074,0.57557134
2002,SFG,162,95,66,3.550326860387177,579,162,91,10,5,43,70,17,1437.1,6056,1349,616,567,116,523,44,36,36,2,992,2263,5497,6298,1465,932,300,35,198,783,751,616,103,961,65,52,68,136,74,21,0.266509004,P,13017,0,0,0,0,0,0,0,,0,11.535601519281045,8.392450992017984,19.569149766117334,6.188547110650688,45.68581726984121,8.870715758435392,,,,45.68577906323061,0.590062112,0.617693908
2002,STL,162,97,65,3.7024687899766993,634,162,80,4,2,42,82,21,1446.1,6135,1355,648,595,141,547,39,60,40,2,1009,2366,5505,6246,1475,989,285,26,175,787,758,542,77,927,67,49,83,123,86,42,0.267938237,P,12963,0,0,0,0,0,0,0,,0,4.3828058280050755,1.4306930899620056,15.563947405596991,-7.894592341,13.482862581120571,2.4627064880388514,,,,17.482821515559785,0.598765432,0.595963717
2002,TBD,161,55,106,5.292523340847743,467,161,65,12,1,25,24,21,1440.1,6424,1567,918,847,215,620,24,94,62,10,925,2007,5604,6198,1418,953,297,35,133,673,640,456,29,1115,58,36,44,116,102,45,0.253033547,P,12957,0,0,0,0,0,0,0,,0,-2.934276496,-3.498757599,-4.381295536,3.9711192562244833,-6.843276623,-1.595525189,,,,-15.84325156,0.341614907,0.349575851
2002,TEX,162,72,90,5.163693054803435,649,162,68,4,2,33,65,33,1439.2,6446,1528,882,826,194,669,32,76,84,11,1030,2389,5618,6332,1510,949,304,27,230,843,806,554,45,1055,62,50,48,129,62,34,0.268778924,1B,12945,0,0,0,0,0,0,0,,0,4.768833230948076,1.7981301248073578,1.2709590124431998,-0.889562382,6.948424530448392,1.7712461653935079,,,,1.9484105890446557,0.444444444,0.477402855
2002,TOR,162,78,84,4.805563792967744,623,162,69,6,2,41,69,29,1438.1,6338,1504,828,768,177,590,56,71,57,4,991,2236,5581,6230,1457,927,305,38,187,813,771,522,30,1142,53,57,17,130,71,18,0.261064325,CF,13077,0,0,0,0,0,0,0,,0,15.432753961649723,-5.483666804,-47.34868817,-14.18444047,-51.58408015,-4.024694534,,,,-51.5840737,0.481481481,0.490859996
2003,LAA,162,77,85,4.282021356296018,537,162,65,5,2,39,56,13,1431.1,6161,1444,743,681,190,486,38,76,53,3,980,2286,5487,6119,1473,1014,276,33,150,736,687,476,42,838,56,50,50,125,129,61,0.268452706,CF,13095,0,0,2,-7,-12,0,-24,,-41,-9.965261987,-6.021787912,-31.26386336,2.736991494137328,-44.51390786,-8.821496714,,,,-44.51389229,0.475308642,0.495267178
2003,ARI,162,84,78,3.841236514498435,614,162,90,7,5,42,47,13,1455,6230,1379,685,621,150,526,53,72,52,9,1291,2319,5570,6261,1467,965,303,47,152,717,696,531,63,1006,45,52,63,126,76,38,0.263375224,1B,13107,0,3,-1,-2,2,0,50,,43,5.169070482254028,0.4021619111299515,13.155779782682657,-11.09488348,7.632133269682527,1.897065408914668,,,,2.632157731961695,0.518518519,0.522812652
2003,ATL,162,101,61,4.097280469885409,651,162,84,4,1,51,75,20,1456.1,6247,1425,740,663,147,555,69,42,53,4,992,2362,5670,6378,1608,1021,321,31,235,907,872,545,46,933,49,49,65,124,68,22,0.283597883,SS,13047,0,-5,-4,2,-4,0,5,,-12,-3.972511034,2.821718417108059,-0.795141084,0.7100816729944199,-1.235819755,-0.71736021,,,,-13.23588424,0.62345679,0.600364605
2003,BAL,163,71,91,4.761781050698217,588,163,73,9,1,41,66,21,1449.2,6366,1579,820,767,198,526,43,80,42,4,981,2196,5665,6241,1516,1063,277,24,152,743,695,431,32,902,54,40,51,123,89,36,0.26760812,P,13182,0,-5,0,-4,3,0,-11,,-22,0.34268202632665634,-5.746617787,-37.9168758,-3.057702626,-46.37844338,-6.580606065,,,,-49.37848878,0.438271605,0.450855038
2003,BOS,162,95,67,4.491807439246746,599,162,82,5,0,36,46,21,1464.2,6355,1503,809,731,153,488,41,76,44,0,1141,2313,5769,6530,1667,1018,371,40,238,961,932,620,61,943,53,64,24,126,88,35,0.288958224,P,13107,0,-2,4,6,-7,0,-28,,-25,-9.929478496,8.944379109889269,9.624669079319574,-0.669596947,7.969909565174021,0.18351559980317056,,,,15.969873657779768,0.586419753,0.58524704
2003,CHC,162,88,74,3.825359913,582,162,100,13,6,36,62,15,1456.1,6227,1304,683,619,143,617,36,71,63,3,1404,2285,5519,6187,1431,933,302,24,172,724,691,492,40,1158,50,46,80,135,73,31,0.259286102,SS,12879,0,0,2,2,-5,0,24,,27,-2.813620999,3.6920032054185867,23.12134838635393,1.98436266,25.984146451373817,3.2774202545840634,,,,32.984111923040324,0.543209877,0.529115291
2003,CHW,162,86,76,4.169812519253395,523,162,98,12,0,36,33,17,1431,6067,1364,715,663,162,518,30,53,39,4,1056,2277,5487,6148,1445,903,303,19,220,791,766,519,27,916,58,41,43,132,77,29,0.263349735,P,13017,0,0,-1,-3,2,0,7,,-4,5.152918869862333,-3.209775075,-2.905298824,-10.65733722,-11.61950437,-0.867677896,,,,-15.61954419,0.530864198,0.550336615
2003,CIN,162,69,93,5.090111047488742,637,162,56,4,1,38,60,26,1446.1,6423,1578,886,818,209,590,61,48,46,3,932,2334,5509,6211,1349,907,239,21,182,694,669,524,34,1326,79,32,66,102,80,34,0.244872027,CF,13134,0,-1,2,4,-2,0,25,,28,0.015753106912598014,3.039652732666582,24.54828515276313,-4.851999845,22.75168211502023,3.201583480790286,,,,28.75167251217298,0.425925926,0.380249354
2003,CLE,162,68,94,4.206030879372722,590,162,76,5,2,34,52,25,1459.1,6254,1477,778,682,179,501,37,64,49,7,943,2241,5572,6188,1413,933,296,26,158,699,660,466,25,1062,62,41,46,128,86,61,0.253589375,P,12780,0,-1,3,-1,17,0,-15,,7,14.789218817837536,1.3822053279727697,-16.2542462,-0.73675582,-0.819528175,2.0038760461914604,,,,6.1804428213667535,0.419753086,0.446665783
2003,COL,162,74,88,5.235211900481468,662,162,68,3,0,34,76,20,1420,6364,1629,892,826,200,552,51,84,48,8,866,2352,5518,6283,1472,913,330,31,198,853,814,619,46,1134,52,38,55,140,63,37,0.26676332,P,12948,0,0,-1,5,-20,0,-21,,-35,-22.52678064,3.6739473417401314,-5.146107208,-18.86311301,-42.8620783,-8.447740166,,,,-44.86210627,0.456790123,0.477661588
2003,DET,162,43,119,5.317424072274408,613,162,65,3,0,27,44,19,1438.2,6376,1616,928,850,195,557,35,56,52,5,764,2278,5466,6071,1312,919,201,39,153,591,553,443,24,1099,47,49,65,114,98,63,0.240029271,P,13050,0,2,4,-2,24,0,35,,71,20.67853476665914,-2.537877965,19.756429481320083,-0.702837711,37.19423601496965,9.300945537,,,,46.19423649577905,0.265432099,0.288551094
2003,FLA,162,91,71,4.041281496743757,557,162,94,7,2,36,48,14,1445.1,6165,1415,692,649,128,530,40,40,51,11,1132,2190,5490,6186,1459,966,292,44,157,751,709,515,44,978,57,41,82,114,150,74,0.265755919,P,12948,0,0,2,0,4,0,-49,,-47,2.4338638125918806,2.6039105281233788,-49.28021028,-0.930768025,-45.17322783,-4.970486894,,,,-44.1732119,0.561728395,0.540818802
2003,HOU,162,87,75,3.8668976660001952,664,162,76,1,0,50,91,14,1450,6176,1350,677,623,161,565,53,74,40,4,1139,2390,5583,6320,1466,937,308,30,191,805,763,557,44,1021,81,38,61,125,66,30,0.26258284,3B,12882,0,-2,3,2,1,0,16,,22,7.680745926685631,0.26072944328188896,33.04453964345157,-1.693718174,39.29217423690716,6.626983742192366,,,,45.292205281514505,0.537037037,0.585730245
2003,KCR,162,83,79,5.067193396708752,570,162,62,7,3,36,62,28,1438.2,6366,1569,867,810,190,566,33,66,60,9,865,2217,5568,6239,1526,1037,288,39,162,836,781,476,32,926,75,57,63,128,120,42,0.274066091,1B,13119,0,7,12,2,-3,0,39,,68,-4.247586697,3.6130444165319204,35.440905881114304,1.8374772333190776,36.64374543563463,4.728364517997795,,,,52.64369804356193,0.512345679,0.481802859
2003,LAD,162,85,77,3.155043842178706,600,162,97,3,3,58,81,8,1457.2,6001,1254,556,511,127,526,35,40,50,5,1289,2292,5458,6036,1328,919,260,25,124,574,544,407,43,985,72,28,71,121,80,36,0.243312568,P,13008,0,4,-2,5,1,0,-31,,-21,-5.876534581,6.697481457144022,-7.369305631,11.318532891158611,4.770176922727842,0.21212030948698213,,,,2.7701461333462696,0.524691358,0.515925163
2003,MIL,162,68,94,5.026858947392607,622,162,66,5,1,44,59,27,1452,6459,1590,873,811,219,575,43,61,57,8,1034,2293,5548,6270,1423,937,266,24,196,714,685,547,41,1221,71,40,62,158,99,39,0.256488824,P,13068,0,0,2,-3,1,0,-70,,-82,5.652928125113249,-4.227618955,-55.31131436,-9.985839362,-63.87180125,-7.702290571,,,,-64.87176164,0.419753086,0.400806651
2003,MIN,162,90,72,4.408669261657453,561,162,80,7,3,45,65,19,1461.2,6246,1526,758,716,187,402,35,50,62,9,997,2269,5655,6324,1567,1049,318,45,155,801,755,512,36,1027,63,52,42,139,94,44,0.277099911,P,13155,0,5,-2,-3,-1,0,-9,,-5,-2.299186504,-7.721871015,23.031082529574633,10.14441257249564,23.154424419626594,1.2527529011924687,,,,23.15446899212534,0.555555556,0.527560816
2003,MON,162,83,79,4.012754269615809,599,162,94,15,2,42,67,18,1437.2,6171,1467,716,641,181,463,51,71,71,4,1028,2275,5437,6116,1404,941,294,25,144,711,682,522,58,990,45,40,72,143,100,39,0.258230641,C,12720,0,1,-1,-1,2,0,-44,,-41,1.8219248138193507,-0.662575169,-16.7069296,-6.982639646,-22.53023948,-2.70295424,,,,-17.5302405,0.512345679,0.496496189
2003,NYM,161,66,95,4.4957552363585265,573,161,82,3,3,38,59,15,1413.1,6204,1497,754,706,168,576,71,45,45,7,907,2361,5341,6007,1317,907,262,24,124,642,607,489,42,1035,54,45,78,136,70,31,0.246583036,CF,13158,0,-4,3,-4,-9,0,-21,,-36,-6.564420399,-2.79616262,-44.39294817,-6.02908492,-59.78253671,-9.531116905,,,,-57.78252799,0.409937888,0.420283885
2003,NYY,163,101,61,4.032146565145328,530,163,96,8,3,49,57,18,1462,6209,1512,716,655,145,375,36,49,33,0,1119,2180,5605,6431,1518,970,304,14,230,877,845,684,54,1042,81,35,25,154,98,33,0.270829616,P,12975,0,0,2,-2,-6,0,13,,10,-11.45592537,-5.138759773,-26.53237168,6.681607541977428,-36.44541644,-8.161737735,,,,-33.44533975,0.62345679,0.600045249
2003,OAK,162,96,66,3.6332943570546283,526,162,93,16,5,48,53,12,1441.2,6078,1336,643,582,140,499,42,54,41,10,1018,2197,5497,6189,1398,881,317,24,176,768,742,556,52,898,59,53,22,118,48,14,0.254320538,P,12993,0,-1,-8,3,13,0,23,,15,5.683473125100136,4.997645877301693,5.619447708129883,11.782739020476583,28.083294974640012,5.5255380701868875,,,,9.083304310501049,0.592592593,0.587899804
2003,PHI,162,86,76,4.058415073322988,599,162,86,9,7,33,56,18,1443.2,6195,1386,697,651,142,536,51,77,53,4,1060,2227,5543,6333,1448,930,325,27,166,791,757,651,56,1155,55,38,46,120,72,29,0.26123038,P,12999,0,8,-4,0,-15,0,2,,0,-8.85430029,2.837258644402027,4.608538845553994,-3.939694349,-5.348161736,-1.740759965,,,,-7.348174767,0.530864198,0.562920944
2003,PIT,162,75,87,4.6485147609820645,619,162,77,7,3,44,77,24,1444.1,6293,1527,801,746,178,502,58,61,50,2,926,2346,5581,6315,1492,1009,275,45,163,753,711,529,42,1049,87,38,79,112,86,37,0.267335602,P,12882,0,5,-8,-4,12,0,-15,,-16,8.493250411003828,-2.182679463,28.612606226932257,-1.404290545,33.51880337111652,5.563707663591619,,,,20.518795160063824,0.462962963,0.46914141
2003,SDP,162,64,98,4.873075843727156,635,162,74,2,0,31,60,18,1431.1,6303,1458,831,775,208,611,52,62,64,3,1091,2384,5531,6246,1442,1025,257,32,128,678,641,565,34,1073,57,42,50,142,76,39,0.260712348,P,12969,0,-2,2,6,-1,0,31,,41,-0.415060411,4.521237097680569,60.49043524963781,11.465352676015755,76.06192928,10.752248569093693,,,,83.06192934,0.395061728,0.399640077
2003,SEA,162,93,69,3.759890020433618,528,162,94,8,3,38,48,14,1441,6025,1340,637,602,173,466,24,54,35,4,1001,2180,5561,6281,1509,1047,290,33,139,795,759,586,34,989,53,46,35,130,108,37,0.271354073,LF,12936,0,4,-4,4,7,0,18,,32,8.615139457862824,5.386066414415836,36.07404850330204,9.345061662519583,59.42029324173927,10.131579192584852,,,,56.42028786980506,0.574074074,0.609008146
2003,SFG,161,100,61,3.7256495662264273,622,161,83,7,4,43,77,17,1437.1,6090,1349,638,595,136,546,34,43,68,8,1006,2272,5456,6204,1440,950,281,29,180,755,713,593,79,980,40,39,76,130,53,37,0.263929618,C,13173,0,-1,-1,1,-3,0,-7,,-7,-1.643283718,0.45137593819526955,12.376251216745004,6.808485341,17.99280307715526,2.0150591327728087,,,,18.99280729433055,0.621118012,0.583403015
2003,STL,162,85,77,4.6178587498112735,622,162,78,9,3,41,72,30,1463.2,6375,1544,796,751,210,508,36,65,53,1,969,2391,5672,6466,1580,1010,342,32,196,876,827,580,68,952,73,54,87,136,82,32,0.278561354,P,12930,0,-2,5,2,8,0,-1,,18,4.700956657528877,-3.489920491,44.08469401355978,-3.8581394,41.437594829912996,5.831228706288482,,,,52.437663126585726,0.524691358,0.547737603
2003,TBD,162,63,99,4.930161297550351,534,162,63,7,3,30,56,25,1436.2,6340,1454,852,787,196,639,37,95,65,9,877,2223,5654,6212,1501,1028,298,38,137,715,678,420,46,1030,56,50,32,108,142,42,0.265475769,1B,12900,0,-2,1,3,-12,0,79,,68,-4.165764728,0.014296893030405045,-1.007478938,10.108356690713208,4.949429405,0.07470492,,,,5.949428629502442,0.388888889,0.413234998
2003,TEX,162,71,91,5.6888370544289995,656,162,51,4,2,43,74,20,1433.1,6413,1625,969,906,208,603,45,63,51,8,1009,2311,5664,6293,1506,957,274,36,239,826,799,488,31,1052,75,42,24,115,65,25,0.26588983,1B,12915,0,0,-8,-1,-12,0,-12,,-47,-14.47346054,-5.92182301,-43.24938342,-1.80957892,-65.45427157,-11.80998432,,,,-84.45426207,0.438271605,0.420836682
2003,TOR,162,86,76,4.6912888958928765,605,162,75,14,4,35,64,17,1435,6270,1560,826,748,184,485,46,57,56,2,984,2278,5661,6364,1580,1000,357,33,190,894,853,546,40,1081,90,56,11,146,37,25,0.279102632,CF,12939,0,1,3,-1,17,0,-20,,7,17.97260533,-4.287233416,-35.45781096,2.3445250056684017,-19.42789363,0.24069596569090113,,,,-9.42788118,0.530864198,0.539473187
2004,LAA,162,92,70,4.282378436879263,505,162,79,2,2,50,54,17,1454.1,6246,1476,734,692,170,502,27,44,61,7,1164,2217,5675,6296,1603,1132,272,37,162,836,783,450,43,942,73,41,56,123,143,46,0.28246696,P,12924,0,1,2,-12,-8,-8,19,,-7,-9.061469041,-5.622126146,-1.858962529,-19.1368404,-35.67934586,-6.764442624,,,,-32.67933827,0.567901235,0.564695084
2004,ARI,162,51,111,4.982589852551149,633,162,69,5,2,33,55,22,1436,6418,1480,899,795,197,668,79,75,71,8,1153,2295,5544,6114,1401,933,295,38,135,615,582,441,38,1022,35,37,56,137,53,32,0.252705627,P,13050,0,1,-2,-5,11,1,38,,39,15.930649453774095,-2.946392961,26.36864030122524,-6.044687537,33.30806567,6.592003032691094,,,,27.308067445640145,0.314814815,0.318793587
2004,ATL,162,96,66,3.7489685821322394,645,162,97,4,1,48,71,20,1450,6218,1475,668,604,154,523,50,27,36,6,1025,2349,5570,6339,1503,984,304,37,178,803,767,587,51,1158,59,48,75,123,86,32,0.26983842,P,13098,0,2,2,0,-10,-8,-31,,-43,-4.288370964,2.1846547685563564,-9.973425904,1.0729438630805817,-11.00415066,-1.957644407,,,,-8.004200787,0.592592593,0.591007788
2004,BAL,162,78,84,4.706137359183824,614,162,68,8,4,27,54,20,1455.1,6459,1488,830,761,159,687,43,62,68,9,1090,2278,5736,6431,1614,1108,319,18,169,842,803,528,34,949,57,62,46,126,101,41,0.281380753,2B,13062,0,-2,-4,-7,-7,-7,9,,-26,-10.22433003,-7.201381095,-21.75583142,-7.69978444,-46.88134238,-8.795499342,,,,-59.88132866,0.481481481,0.507176664
2004,BOS,162,98,64,4.192007275591745,599,162,86,4,1,36,53,13,1451.1,6222,1430,768,676,159,447,28,92,39,1,1132,2417,5720,6515,1613,993,373,25,222,949,912,659,39,1189,69,55,12,123,68,30,0.281993006,LF,13188,0,-1,-4,-10,-1,-5,5,,-18,3.032706485595554,-1.466527939,30.856763787160162,3.6410927821634687,36.064071329310536,5.564917744756881,,,,29.064043490557783,0.604938272,0.604257846
