Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WARB,TG,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WARP,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,WinP
2006,CHC,162,2399,6147,166,716,677,121,0.064258988,0.150967951,0.15410775,0.293598233,0.267764453,0.319036621,0.421872203,0.31974403284250724,,84.20828343590549,-0.963957432,-128.8677291,65.28850771486759,13.71704157591855,162,66,96,29,704,162,1439,7.8179283098219665,4.296733399078152,1.3134119560500903,0.285645472,0.7091,0.415544531,0.128205128,,4.740791727,,4.878508150527658,4.58293551,10.392704393714666,P,2190,1458,12951,4317,1481,106,51,54,267,123,81,122,33,118,39,12,68,0.98204607,0.407407407
2006,CHW,162,2286,6318,236,868,839,93,0.079455523,0.1671415,0.183666254,0.305291723,0.280360615,0.342046541,0.464026869,0.3455322672686235,,102.85254467811123,-8.426697024,14.381866081205416,-34.11832657,19.254791053855445,162,90,72,46,560,162,1449,6.285716551,2.6894419631863893,1.242236472603413,0.29454625745197616,0.7054,0.428725005,0.111919418,,4.6149084957216795,,4.560829348678868,4.501695010587593,19.243695594370365,CF,2069,1458,13041,4347,1652,90,49,39,361,150,109,148,27,116,34,13,51,0.98521925,0.555555556
2006,CIN,162,2335,6296,217,749,718,124,0.097522236,0.189326556,0.175158658,0.290057915,0.257298277,0.336010279,0.432456935,0.3318155675132104,,93.61630066671722,16.420375037938356,-36.54596248,31.118771359324455,19.808754433970726,162,80,82,36,638,162,1445.2,6.555450582035436,2.8886315955027944,1.3260313143148603,0.3009494369618017,0.7209,0.415069686,0.122203098,,4.532163365357833,,4.6927491142112805,4.473754207498898,14.695151928812265,C,2129,1458,13011,4337,1596,128,60,66,320,140,102,139,20,50,35,9,40,0.97888137,0.49382716
2006,CLE,162,2135,6303,196,870,839,55,0.088211962,0.191020149,0.176721836,0.323791647,0.280476953,0.348533163,0.457198789,0.3465502217722934,,108.0605579792611,-2.86514309,62.74787240073779,-61.36674514,21.24198919846193,162,78,84,24,539,162,1423.1,5.994378137312644,2.712645802644646,1.0496484923986276,0.30831157528285463,0.6998,0.446840307,0.100060277,,4.432551766,,4.342534457246483,4.466340981694325,16.417896158993244,P,1938,1458,12810,4270,1670,118,69,45,394,170,122,165,27,128,34,7,46,0.98052162,0.481481481
2006,COL,162,2306,6348,157,813,761,85,0.088374291,0.174543163,0.162531464,0.310225702,0.270406328,0.341201027,0.432937792,0.3332382561342814,,86.95342278192976,-2.744668844,-111.7664879,39.30463164,13.509153109862094,162,76,86,34,661,162,1447.1,5.919852179586603,3.4387376631422177,0.9638414788192473,0.30357142857142855,0.695,0.45690952,0.095975232,,4.657530758939459,,4.506492121247953,4.684274138241859,17.312807584181428,P,2105,1458,13026,4342,1815,91,56,35,477,191,152,189,20,99,42,8,43,0.98543534,0.469135802
2006,DET,162,2214,6198,203,822,785,60,0.069377218,0.182800903,0.174228997,0.309765085,0.27437079,0.328782707,0.448599787,0.3338342025180366,,98.70081408115928,-1.562084298,-12.18907156,23.365305392537266,21.835380068915136,162,95,67,46,552,162,1448,6.23411512,3.039364200994927,0.9944749941905691,0.28378378378378377,0.7405,0.454766107,0.100250626,,3.853590602488455,,4.3207831432847374,4.435131745861642,18.51102017890662,P,2025,1458,13032,4344,1779,106,61,45,394,163,120,162,19,49,35,6,44,0.98298282,0.586419753
2006,FLA,162,2354,6191,182,758,713,110,0.080277822,0.201744467,0.170665212,0.309263311,0.264267539,0.331152902,0.434932751,0.3291021388749478,,96.21515639881011,12.573305024998263,-18.20801442,19.966542541980743,20.16294727584724,162,78,84,41,600,162,1433.1,6.831626844998303,3.905580788225133,1.042325419,0.2990331491712707,0.7202,0.427334851,0.099879663,,4.370231878785679,,4.590935986044491,4.716823640204598,12.222532004117966,P,2231,1458,13218,4406,1749,80,51,27,407,168,129,164,25,78,28,7,44,0.98716921,0.481481481
2006,HOU,162,2393,6326,174,735,708,79,0.092475497,0.170091685,0.154138743,0.28561501,0.254845136,0.331726907,0.408983879,0.3215442058951595,,89.50535227,5.68255566,-82.45570378,74.73956132,19.684797844650134,162,82,80,42,659,162,1468.2,7.108489292419505,2.941443845139106,1.1152974579485775,0.28620769053649553,0.7276,0.451796271,0.116071428,,4.093509351151922,,4.268856519770235,4.1600372030007895,19.187994273379445,P,2069,1458,12837,4279,1657,98,59,39,461,195,150,191,31,58,30,10,85,0.9837587,0.50617284
2006,KCR,162,2272,6229,124,757,718,65,0.076095681,0.166960988,0.139738773,0.310976972,0.271068169,0.332469635,0.410806942,0.3230303609563302,,91.63261935467752,2.9744350586552173,-64.62099,37.688159212470055,18.262421568025342,162,62,100,35,635,162,1426.1,5.704133500721687,4.019394955707649,1.3440049066965922,0.3106060606060606,0.6713,0.42209572,0.120543293,,5.672584089766368,,5.286501324823845,5.088212796601262,0.5438987920060754,P,2050,1458,13074,4358,1544,124,77,44,365,156,122,156,18,77,40,8,85,0.9794225,0.382716049
2006,LAA,162,2264,6221,159,766,737,148,0.078122488,0.146921716,0.150472455,0.30071911,0.274380459,0.333925686,0.424852914,0.3271963997493639,,95.23162095969052,11.290269945049658,-27.37662456,-12.10264288,17.025144466399933,162,89,73,50,542,162,1452.2,7.211564893265577,2.918081670728597,0.978889393,0.2907570831398049,0.7013,0.422734535,0.091913903,,4.039467620626423,,4.034083798,4.285096763520485,21.253753886558115,C,2176,1458,13143,4382,1794,115,63,52,432,178,135,174,30,110,38,7,54,0.98171992,0.549382716
2006,LAD,162,2384,6394,153,820,787,128,0.093994369,0.14998436,0.156716418,0.30652936,0.275764036,0.348293299,0.432480454,0.3371033550583234,,101.00007917503657,-4.750890555,3.3659820841643793,-2.615445659,20.721266285271984,162,88,74,40,616,162,1460.1,6.5820573609160595,3.032183728062454,0.9367722086697013,0.30246913580246915,0.7082,0.477928321,0.097000638,,4.227800889127731,,4.132141398151647,4.288799919104827,19.743314729785197,1B,2212,1458,12900,4300,1588,126,61,64,420,170,137,169,23,69,46,14,47,0.97904889,0.543209877
2006,MIL,162,2206,6130,180,730,695,71,0.081892332,0.201141924,0.162157188,0.299533513,0.25768452,0.326853377,0.419841708,0.3223294492022851,,89.31814899370241,-1.511222252,-87.80079054,47.73457337077707,15.930685424219714,162,75,87,43,589,162,1425.2,7.228201995892354,3.2447998479377027,1.1173727102820494,0.2969767441860465,0.6738,0.421344421,0.107664233,,4.829322730880044,,4.391782531107085,4.4002788738818595,16.236480926774675,1B,2011,1458,12831,4277,1579,117,58,59,317,128,100,128,21,97,31,3,57,0.98041185,0.462962963
2006,MIN,162,2226,6228,143,801,754,101,0.078676942,0.140012845,0.137807926,0.315596725,0.287040342,0.346619331,0.424848268,0.33420020738203843,,100.95888789140862,-1.416261781,5.930820203144272,13.499128179624677,22.73217163020761,162,96,66,40,583,162,1439.1,7.278374155151588,2.226031958104781,1.1380275740872758,0.3022181146025878,0.7368,0.436540198,0.112623762,,3.9518320155118585,,3.9901967299306107,3.9260814935439217,20.593509402126074,2B,2006,1458,12954,4318,1646,84,40,43,317,135,104,134,22,54,31,5,40,0.98611111,0.592592593
2006,NYM,162,2279,6291,200,834,800,146,0.08694961,0.170243204,0.180820439,0.292801107,0.264303706,0.334406179,0.445124145,0.33365277334299154,,99.24165822864617,20.542979108868167,13.82920821140048,66.36996974050999,28.053872943586406,162,97,65,43,636,162,1461.1,7.150315037593349,3.2456641040583074,1.1085759748206743,0.2835266821345708,0.7246,0.433081674,0.109957238,,4.157159905577529,,4.368236654806614,4.343097931679243,16.206338672782294,1B,2065,1458,13152,4384,1638,104,48,54,304,131,103,132,20,111,40,10,37,0.98302318,0.598765432
2006,NYY,162,2430,6455,210,930,902,139,0.100542215,0.163129357,0.176782871,0.315077755,0.284551406,0.362716087,0.461334277,0.3556924204947471,,113.42824999945822,7.441561713814735,118.87509522560569,-91.89708134,24.220634599047187,162,97,65,43,651,162,1443.2,6.352580691684537,3.092129561408764,1.0598024706441327,0.2891970476403489,0.7028,0.433194839,0.09631728,,4.426233847984319,,4.419205810158304,4.6085573988262185,17.277102334424853,P,2240,1458,12993,4331,1593,104,53,50,356,147,107,145,18,92,47,17,46,0.98274718,0.598765432
2006,OAK,162,2197,6281,175,771,735,61,0.103486705,0.155389269,0.151818182,0.284676503,0.259818181,0.340313299,0.411636363,0.3284991767135429,,97.36124396823323,-16.54760396,-38.49178427,-8.064498376,16.543291182808872,162,93,69,54,606,162,1451.2,6.218369718267214,3.2796785453273736,1.0043628059414642,0.3008830022075055,0.7342,0.425633253,0.092465753,,4.2158438767913315,,4.422525141126352,4.669874811,17.173403469845653,2B,2016,1458,13065,4355,1624,84,43,39,417,177,131,175,17,88,41,10,43,0.98614547,0.574074074
2006,PHI,162,2410,6509,216,865,823,92,0.096174527,0.184821017,0.180059786,0.301948051,0.266924564,0.347024178,0.44698435,0.3414959596392692,,99.69549056094218,18.483561826171353,15.530535236260533,34.56611093133688,25.853580516343182,162,85,77,42,662,162,1460.1,7.013471427566064,3.1554458443882467,1.3003888147771876,0.3038487508440243,0.7192,0.436520203,0.130246913,,4.609909163285955,,4.645723895231173,4.328224189345577,14.157515440136194,C,2183,1458,13143,4381,1686,104,50,52,388,156,121,153,23,94,35,11,58,0.98314698,0.524691358
2006,PIT,162,2325,6218,141,691,656,68,0.073817947,0.192988099,0.13368118,0.309657759,0.26304426,0.326563769,0.39672544,0.31457863980888967,,86.15474576231131,-2.188337763,-115.0233302,-12.98143993,7.730527626353121,162,67,95,39,667,162,1435,6.6480872896908405,3.888503886422945,0.9783977520677086,0.3122751798561151,0.7131,0.45543207,0.103516921,,4.547040834930057,,4.525148136674382,4.589506034741084,12.500135153532028,P,2118,1458,12915,4305,1788,104,61,43,410,173,128,169,21,102,52,16,61,0.98321769,0.413580247
2006,SDP,162,2396,6287,161,731,698,123,0.089708923,0.175600445,0.153694404,0.299219825,0.262733142,0.332262726,0.416427546,0.3247249516319959,,98.77708419757958,5.176025576656684,-5.027530271,65.13811272542807,26.102799751812718,162,88,74,50,637,162,1463.2,6.745393904,2.877706788652872,1.0822145188096273,0.27577554744525545,0.7389,0.415408875,0.100571428,,3.8799850077776976,,4.272690521985433,4.391744547462903,16.41407513897866,P,2156,1458,13173,4391,1595,92,46,42,341,141,103,138,27,150,26,11,34,0.98486344,0.543209877
2006,SEA,162,2259,6213,172,756,703,106,0.065024947,0.156768066,0.152733686,0.299868478,0.271604938,0.325020242,0.424338624,0.3224349335502496,,94.86109374412787,4.026464031543583,-37.61156214,26.477296110242605,19.73308929704001,162,78,84,47,591,162,1446.2,6.638018929482811,3.4838712282196576,1.1384793477932096,0.2972241029113067,0.7114,0.428947946,0.106954997,,4.5974657815255835,,4.587303267129158,4.6069222638004375,13.374530578963459,P,2023,1458,13020,4340,1630,88,51,37,365,153,115,151,29,72,38,16,47,0.98547375,0.481481481
2006,SFG,161,2313,6136,163,746,711,58,0.080508474,0.145208604,0.162646199,0.281705948,0.259137426,0.324471598,0.421783625,0.3196946740349798,,87.50955544514566,-15.7628434,-116.2489255,73.47869102656841,15.689177242478173,161,76,85,37,599,161,1429.2,6.244811519779304,3.676380975353945,0.9631614541595096,0.2867148666967917,0.6907,0.418703745,0.088901801,,4.639542429513455,,4.522595175166154,4.825079755519949,13.032401425763965,LF,2164,1449,12867,4289,1578,91,48,43,312,134,101,132,14,98,40,5,50,0.98472642,0.472049689
2006,STL,161,2359,6225,184,781,745,59,0.085301204,0.148112449,0.162622239,0.291741472,0.268743208,0.337341566,0.431365447,0.33055582284966556,,97.6747366,5.883704602485523,-13.32565662,45.99864665197674,23.25538662272161,161,83,78,38,630,161,1429.2,6.106319647668539,3.172768146829839,1.214968754639204,0.2881546414924702,0.7251,0.462082688,0.124677002,,4.538821098937131,,4.770205822936756,4.538711717081491,7.759770538425073,SS,2217,1449,12867,4289,1779,98,69,29,435,171,140,170,19,63,32,8,35,0.98410639,0.51552795
2006,TBD,162,2247,6041,190,689,650,134,0.073001158,0.183082271,0.164961637,0.285477375,0.254841066,0.313572023,0.419802703,0.31642443457800823,,88.99019295602423,1.902562974,-84.41123886,-19.01327168,10.252862683384624,162,61,101,33,606,162,1420.1,6.203470462417896,3.8399418796989226,1.140576795950175,0.3123625164980202,0.7005,0.425193465,0.102857142,,4.9678456,,4.828748908183197,4.914823918652471,8.843799037393183,P,2146,1458,12855,4284,1713,99,42,56,366,160,122,158,31,130,32,15,53,0.98375984,0.37654321
2006,TEX,162,2227,6273,183,835,799,53,0.080503746,0.169137573,0.168227602,0.310862262,0.277610885,0.33834346,0.445838487,0.3374278095110108,,97.10218050937291,-7.428480778,-31.47651624,-21.69664709,15.878099958952866,162,80,82,42,651,162,1431.1,6.111784575064437,3.1187707296625113,1.0186307625107396,0.30742127284739046,0.7057,0.464139564,0.103713188,,4.608989808150445,,4.437854176,4.501947358304131,15.826290170662105,SS,2080,1458,12783,4261,1591,116,70,45,363,159,115,158,29,108,46,8,70,0.980563,0.49382716
2006,TOR,162,2329,6241,199,809,778,65,0.082358596,0.145169043,0.178520372,0.306405458,0.284310221,0.348273092,0.462830593,0.3485991613476901,,107.31379101158852,-15.04193935,43.57599271,3.415220223367214,25.43483018996367,162,87,75,42,644,162,1428.1,6.779927386904861,3.175728069702649,1.165693835109107,0.2916570372082274,0.7173,0.46256503,0.122923588,,4.372927143598488,,4.506376246783866,4.305120450107178,15.35208935191622,1B,2048,1458,12882,4294,1748,97,55,40,415,174,134,174,27,67,40,11,34,0.98419938,0.537037037
2006,WSN,162,2430,6283,164,746,695,123,0.094540824,0.18398854,0.156141947,0.301373106,0.261510464,0.338327694,0.417652411,0.32701949334808483,,96.3617888,3.289554280694574,-27.3494426,18.782120051037055,19.463810981914573,162,71,91,32,679,162,1436.1,6.015314365,3.6593162386000375,1.209328825427752,0.29205658324265504,0.6899,0.396458648,0.101846965,,5.031559828075052,,4.968749897,5.078244422438244,4.557653914,3B,2165,1458,12927,4309,1499,131,64,62,259,123,91,123,25,110,30,11,47,0.97794241,0.438271605
2007,ARI,162,2305,6101,171,712,687,109,0.087198819,0.182101294,0.162838089,0.282462865,0.250092626,0.320760959,0.412930715,0.3198341206522339,,82.14004816,8.777106195688248,-132.9117584,34.100468048476614,10.014115960566807,162,90,72,51,631,162,1441,6.795283244123614,3.410132951554681,1.0555173421478776,0.29342830882352944,0.7273,0.439057544,0.103300733,90.17188578040809,4.134630062,,4.517879757085256,4.417475390159964,15.998787287739106,P,2151,1458,12969,4323,1635,106,60,44,395,160,126,159,19,88,42,15,48,0.98251979,0.555555556
2007,ATL,162,2398,6374,176,810,781,64,0.083777847,0.18026357,0.159957814,0.314214463,0.274564949,0.339452445,0.434522763,0.3369703578048637,,99.25667279,-6.15994193,-12.51977731,80.44452427327633,27.160020751832104,162,84,78,36,690,162,1456.1,6.834975144403497,3.3186090891000704,1.0629436933430394,0.2882433045846573,0.7235,0.452910766,0.107567229,91.31482205087522,4.109636953913495,,4.448801821912059,4.290803525439706,13.115807138790842,1B,2170,1458,13107,4369,1657,107,56,50,333,143,106,143,32,98,30,10,48,0.9825534,0.518518519
2007,BAL,162,2348,6264,142,756,718,144,0.0798212,0.149904214,0.140649973,0.301718512,0.271532587,0.333493975,0.41218256,0.3268943324968974,,95.44735204535597,-9.043479625,-45.24709881,-17.15782524,15.05763925076998,162,69,93,30,652,162,1438.2,6.800047922145555,4.354032524207273,1.007182810915763,0.3021353930031804,0.684,0.448783753,0.096871239,90.35959632341252,5.1860531071376865,,4.784781454899506,4.779174626212104,10.995273299980909,1B,2140,1458,12948,4316,1690,79,41,37,383,156,125,155,32,109,32,19,55,0.98701726,0.425925926
2007,BOS,162,2278,6426,166,867,829,96,0.107220666,0.16215375,0.164609053,0.314543404,0.279298622,0.361788617,0.443907675,0.35169389927586486,,109.43927216610518,-5.000523943,70.67947414974421,11.792356798425317,29.738415318987528,162,96,66,45,613,162,1438.2,7.187900657593239,3.015289919025188,0.9446240202755257,0.28365270877691035,0.7352,0.426450116,0.087384259,90.54400022464057,3.866077116094536,,4.141128962673068,4.283433438715303,18.393379152403213,3B,2103,1458,12948,4316,1538,81,42,39,329,146,108,146,21,107,32,10,33,0.98635215,0.592592593
2007,CHC,162,2379,6268,151,752,711,86,0.079770261,0.168155711,0.150451887,0.308156424,0.271132376,0.332797427,0.421584263,0.32876376344140906,,89.87985021179875,-3.939650852,-87.02488088,96.64493506975123,21.130452910365484,162,85,77,39,640,162,1446.2,7.533873451040771,3.564747718783123,1.0264980342045642,0.28123504068932503,0.7364,0.412615603,0.096434833,90.97915369739448,4.043780134745253,,4.3587251651610455,4.359694847834722,17.71329386672005,P,2214,1458,13020,4340,1535,94,52,40,329,134,96,134,33,116,24,16,42,0.98425197,0.524691358
2007,CHW,162,2257,6103,190,693,667,78,0.087170244,0.188268064,0.15787539,0.278220933,0.246462047,0.317656765,0.404337437,0.3164400078871762,,85.71573123235162,-15.71023982,-125.7237816,-55.66658194,2.9061469122665597,162,72,90,42,625,162,1440.2,6.340814850855643,3.1173070054945473,1.086996831575253,0.3040035195776507,0.6817,0.429220779,0.098138747,91.24555800712726,4.772790685767203,,4.562599070259812,4.5363474131845205,17.22995649278164,CF,2065,1458,12966,4322,1604,108,52,53,390,168,129,168,24,98,23,20,45,0.98210143,0.444444444
2007,CIN,162,2383,6332,204,783,747,97,0.084649399,0.175773847,0.169609417,0.297970479,0.266809345,0.33541167,0.436418762,0.33521779958545433,,93.85421812826552,-7.15101267,-58.25009055,8.416658559814095,15.53645446346956,162,72,90,34,684,162,1449.2,6.630483735961945,2.992409326529642,1.2292469847569898,0.31039046988749175,0.6942,0.399523603,0.107027027,89.94167997789046,4.954237847656959,,4.690277369477163,4.515599106117648,14.954308103770018,2B,2196,1458,13047,4349,1517,95,59,35,367,156,114,156,31,88,31,14,54,0.98406308,0.444444444
2007,CLE,162,2225,6367,178,811,784,72,0.092665305,0.188785927,0.159350464,0.309596077,0.268379728,0.343281225,0.427730192,0.3362115323591027,,104.02695225865286,0.25727029889822006,31.93943257983208,-29.62489749,21.719250818419194,162,96,66,49,557,162,1462.2,6.442343974426391,2.5227899040256165,0.8983593316774147,0.3019573345062679,0.7194,0.453043478,0.086595492,89.81854163,4.054923284763125,,4.061387219100034,4.209774432318956,20.472232713364065,P,2047,1458,13164,4388,1697,92,52,38,386,168,123,168,18,93,46,8,42,0.98510604,0.592592593
2007,COL,163,2407,6498,171,860,823,100,0.09572176,0.177285318,0.157793006,0.321849501,0.279564224,0.354014029,0.43735723,0.3456332002380672,,96.60534286681089,10.090803012251854,-19.40039647,41.60739385045599,23.099340841228205,163,90,73,39,692,163,1472,5.912366172681021,3.0815228035483297,1.0027177376625518,0.2898456186127419,0.7113,0.464516129,0.099454214,91.96749696277436,4.316577577986351,,4.521530162944017,4.478476818661511,16.47237567,CF,2210,1467,13248,4416,1842,68,30,38,440,181,138,182,27,96,25,9,35,0.98925071,0.552147239
2007,DET,162,2269,6364,177,887,857,103,0.074481458,0.165619107,0.170748654,0.322686501,0.286955011,0.344598862,0.457703665,0.34704304402254144,,108.48109750966042,7.982002839446068,75.10557631766194,19.39673340972513,30.702789191721404,162,88,74,44,605,162,1447.1,6.510592358337723,3.519575238604729,1.0819895609844927,0.29487750556792874,0.7069,0.441759198,0.101516919,92.51009761,4.582909807158455,,4.669816458673266,4.592547635669459,11.062618386000395,P,2113,1458,13026,4342,1635,99,51,47,365,148,119,148,37,73,31,10,75,0.98370639,0.543209877
2007,FLA,162,2423,6344,201,790,749,105,0.082124842,0.209962168,0.181091168,0.315038684,0.267282743,0.3359375,0.448373911,0.33975023750204997,,100.76864271016743,3.795068748295307,9.369613368006336,-6.353516681,20.731012121641868,162,71,91,40,722,162,1443.2,7.119370864513528,4.120756691281473,1.0972060176483196,0.3210069057696592,0.6942,0.416593115,0.101675332,91.29065364377153,4.956129454718262,,4.7738878275486885,4.693185181110946,8.344899004790932,P,2259,1458,13182,4394,1689,103,64,39,322,130,101,129,21,84,28,6,40,0.9833495,0.438271605
2007,HOU,162,2409,6324,167,723,700,65,0.086495888,0.164927261,0.152363961,0.290868094,0.259946476,0.329598207,0.412310437,0.3248219930724243,,91.67670146155798,-17.92353934,-86.64909561,5.334908418357372,12.439479824340417,162,73,89,38,638,162,1464.2,6.814516018557309,3.1338171050173376,1.2658163208501403,0.3002870390814749,0.7165,0.439567567,0.114635503,90.77096591170974,4.700725657526006,,4.727310061166911,4.438020822651148,11.81104830512777,1B,2100,1458,12936,4312,1553,106,54,49,384,160,116,160,27,70,26,5,56,0.98224753,0.450617284
2007,KCR,162,2294,6140,102,706,660,78,0.06970684,0.174104234,0.126129382,0.304988662,0.261474521,0.32207281,0.387603903,0.3122821721422798,,84.51678157936989,-1.635301158,-121.2283766,55.11091141309589,14.27685678,162,69,93,36,610,162,1437.1,6.217767667,3.256031406608075,1.0519486082887626,0.30434782608695654,0.7102,0.410671851,0.092920353,91.48664319,4.50208958,,4.548274533816544,4.606776415424734,12.107399052008986,LF,2030,1458,12915,4305,1550,101,55,44,370,157,109,154,34,107,31,8,69,0.98304231,0.425925926
2007,LAA,162,2230,6198,123,822,776,139,0.08180058,0.142465311,0.133057256,0.315412963,0.284119553,0.344631852,0.417176809,0.3325348786998743,,100.22255700108457,3.720564626157284,5.309717261709823,2.0218628901056945,21.638201236981224,162,94,68,43,558,162,1435,7.2501750291213165,2.991637966168571,0.9470384337347049,0.30721220527045767,0.7108,0.422388397,0.086433886,91.95119215985025,4.2271781744184835,,4.100227646532526,4.259505591019483,20.011918707750738,C,2203,1458,13050,4350,1651,114,54,58,400,160,124,160,34,96,46,5,44,0.98135732,0.580246914
2007,LAD,162,2417,6282,129,735,706,137,0.081343521,0.137535816,0.130566441,0.302609067,0.275026718,0.336923324,0.405593159,0.3256979030698634,,93.66973745600005,18.33735202625394,-33.33539571,-1.496572178,16.838897421576636,162,82,80,43,645,162,1450,7.348965655599227,3.2151724743246617,0.9062069136127425,0.3009280742459397,0.7088,0.454840203,0.096306068,91.95567244621064,4.202069045,,4.065807284421048,4.068414614574536,19.951333933975548,1B,2205,1458,12993,4331,1510,137,69,68,367,161,114,161,30,94,33,19,67,0.97708264,0.50617284
2007,MIL,162,2330,6238,231,801,774,96,0.080314203,0.182269958,0.193914296,0.289156626,0.261973352,0.328909032,0.455887648,0.3374396348533462,,100.07351266934567,7.44507473,7.6788454852983525,44.10501573141664,25.147231530043417,162,83,79,49,654,162,1444.1,7.315486488078094,3.1592433129945436,1.003231111227064,0.3079025278979731,0.7018,0.415315315,0.092105263,91.69816078875573,4.442880635434141,,4.224137736127348,4.293248034,18.820870687253773,1B,2140,1458,12999,4333,1529,109,53,50,358,144,112,144,21,99,24,6,57,0.9817451,0.512345679
2007,MIN,162,2259,6161,118,718,671,112,0.083103392,0.136179191,0.126584571,0.29110629,0.264396957,0.329688265,0.390981528,0.31727238008743286,,90.85464285,2.6013616621494293,-68.67694027,-0.396696325,14.059349175571622,162,79,83,38,600,162,1436.2,6.853362661710323,2.6310898701264493,1.1589324427937933,0.30116358658453113,0.7286,0.429175005,0.106077981,92.47652602470687,4.178421293748433,,4.374170871866335,4.222987895661158,13.697690741159022,2B,2037,1458,12930,4310,1611,95,45,48,363,152,116,151,23,65,41,6,46,0.98420878,0.487654321
2007,NYM,162,2335,6344,177,804,761,200,0.086538461,0.1546343,0.156824264,0.303218645,0.275289919,0.342483242,0.432114183,0.33637350729418275,,100.41666431332472,14.169521622359753,17.41090519335831,57.52487320173532,27.747360799198844,162,88,74,39,661,162,1452.1,7.027314866852863,3.532248213497471,1.0224929039071626,0.2865001146000458,0.714,0.408010862,0.092333519,90.50307592,4.269682489648697,,4.458329288082586,4.524941246407909,14.621606034226716,2B,2094,1458,13071,4357,1518,101,50,50,302,124,93,124,24,105,29,5,36,0.98309906,0.543209877
2007,NYY,162,2366,6528,201,968,929,123,0.097579656,0.151807598,0.173692496,0.317754968,0.28966241,0.365556583,0.463354906,0.3613084746489482,,119.16747702186657,11.935350224375725,168.43033098064723,-47.22681314,33.861333018987025,162,94,68,34,684,162,1450.2,6.259884994868056,3.585940066435814,0.9306072836771144,0.2988250942141432,0.7056,0.427667466,0.084889643,91.61782862315138,4.497935204439386,,4.512119665401827,4.695934097675665,13.53040632023476,3B,2184,1458,13056,4352,1588,88,55,31,430,174,134,174,37,136,44,16,59,0.98540146,0.580246914
2007,OAK,162,2220,6365,171,741,711,52,0.104320502,0.175805184,0.150618612,0.289891779,0.256410256,0.337693034,0.407028868,0.3283505443909962,,99.40119211796429,-7.026387863,-12.11210729,-32.13851257,17.16969049820529,162,76,86,36,608,162,1448,6.439227464013283,3.2941993783079533,0.8577349324650898,0.29555555555555557,0.6943,0.447639956,0.082684242,90.31257824371143,4.301105603375667,,4.234766264168072,4.441751759527819,17.02388315461576,P,2038,1458,13032,4344,1687,90,42,46,379,154,117,153,27,101,26,16,52,0.98529652,0.469135802
2007,PHI,162,2446,6537,213,892,850,138,0.098057212,0.184335322,0.18407173,0.311198519,0.273909985,0.353732035,0.457981715,0.3509930830663753,,105.12873291645117,20.59696975722909,63.603659545533674,78.45383936585858,34.917365881701386,162,89,73,42,660,162,1458.1,6.480002818612371,3.4436586407482888,1.2219433886526185,0.3010871976924784,0.715,0.43486799,0.119277108,90.82563719081418,4.764344929494048,,4.860629648843516,4.523549295767884,9.933207115042023,P,2255,1458,13125,4375,1723,89,54,34,375,165,114,165,20,84,39,8,46,0.985615,0.549382716
2007,PIT,162,2304,6214,148,724,694,68,0.074509172,0.182652075,0.148680194,0.30320498,0.262704255,0.324504387,0.411384449,0.3217606334812439,,89.67874800566895,-10.41793286,-94.0339584,16.81947909,12.485082034091294,162,68,94,32,657,162,1447.2,6.198248927198359,3.220354006307673,1.0817405349373264,0.31525276632675203,0.6954,0.441296415,0.100230414,91.34851665755923,4.942435202730888,,4.655671953809676,4.597484968031788,10.918969616759568,P,2121,1458,13029,4343,1721,83,55,26,463,191,143,191,16,110,35,13,45,0.98649748,0.419753086
2007,SDP,163,2334,6326,171,741,704,55,0.08804932,0.194277584,0.159836066,0.290648496,0.250890947,0.321622484,0.410727013,0.3195817735928785,,95.95186059318692,3.3448193334043026,-30.20665289,-16.60146811,15.81226950989869,163,89,74,45,648,163,1484.2,6.886395840014632,2.873372912118781,0.7213742121142088,0.28746928746928746,0.7165,0.458165548,0.073593073,90.08986776811454,3.7220484557825566,,3.806057620109085,4.130361044033524,22.716179373383056,P,2103,1467,13362,4454,1766,92,50,39,352,147,115,147,17,189,20,9,42,0.98542459,0.54601227
2007,SEA,162,2338,6209,153,794,754,81,0.06265099,0.138669673,0.138458832,0.313375796,0.286593947,0.336842105,0.425052779,0.33284628719222403,,102.65298641192865,-9.618018296,10.662003205519579,-68.35243276,15.331909782145901,162,88,74,43,618,162,1434.1,6.4001847320221765,3.4259812389059885,0.922379564,0.3153371529308065,0.6934,0.436371546,0.084096109,90.28640672413083,4.768765094447896,,4.421333827736849,4.617814128861705,14.165892282617278,P,2104,1458,12909,4303,1656,90,46,43,392,167,121,167,33,69,45,8,59,0.98512151,0.543209877
