Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WARB,TG,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WARP,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,WinP
2002,DET,161,2096,5920,124,575,546,65,0.061317567,0.174831081,0.131520533,0.282527881,0.247872733,0.3,0.379393266,0.29726744032304303,,81.62232296568651,-9.419484652,-143.5513984,-70.12773703,-1.297414037,162,79,83,36,623,162,1456.1,6.822612793534128,3.8995187252898864,0.9331653367967874,0.29526842584167423,0.7137,0.430811179,0.096055979,,4.363011442241933,,4.21315671,4.367921391,11.812485743314028,P,2202,1458,13005,4335,1657,83,45,37,333,151,110,149,22,104,36,5,38,0.98633745,0.487654321
2002,FLA,162,2319,6263,146,699,653,177,0.095002395,0.180424716,0.142285298,0.301475755,0.26073508,0.336881148,0.403020378,0.32326690940124414,,97.47108620383403,5.432727560692001,-14.72227187,8.716583272442222,19.781421612719374,162,84,78,43,642,162,1445,7.592386975931502,3.4006917874147664,0.9404843587905306,0.30042513,0.7332,0.446066886,0.104643104,,4.004843991406035,,3.8811007753447773,3.912801436430215,19.26247754972428,1B,2041,1458,12969,4322,1697,129,61,68,387,154,117,153,24,90,36,8,68,0.97901757,0.518518519
2002,HOU,162,2342,6252,167,749,719,71,0.094209852,0.179142674,0.155551518,0.299553256,0.261857168,0.337588881,0.417408686,0.3294515301850312,,94.33619129,-6.230745874,-50.90449904,32.41165517643094,18.49582376932083,162,62,100,30,583,162,1441,5.677308823123486,3.572519963505648,1.3240808256349603,0.2962723550958845,0.6896,0.431310577,0.125816023,,5.208884002733759,,4.912104880363447,4.627369806271441,7.513338355347514,SS,2089,1458,13071,4357,1568,87,46,41,356,154,111,152,22,78,51,7,52,0.98552894,0.382716049
2002,KCR,162,2248,6206,140,737,695,140,0.084434418,0.148404769,0.142547426,0.281767955,0.255645889,0.32310938,0.398193315,0.3164008776055377,,84.99874021440756,10.910921141068684,-104.0723281,-39.07580034,6.732324774836114,162,99,63,54,562,162,1452.1,6.190732076469014,3.1542368637865144,1.0472810019251886,0.26904598490048043,0.7555,0.410210479,0.099470276,,3.6871727582573204,,4.251719482954405,4.367523787,16.11037046648562,C,2116,1458,13119,4373,1678,90,44,44,328,138,105,138,21,110,53,12,33,0.98534441,0.611111111
2002,LAD,162,2302,6146,155,713,693,96,0.069638789,0.152945004,0.145660785,0.290695092,0.263593806,0.319953939,0.409254591,0.3168128912060153,,95.77346533624414,-3.504122168,-36.05044159,78.37159369466826,24.23753057,162,92,70,56,585,162,1457.2,6.989255818208277,3.426711112284093,1.0187519523006765,0.2702192879037963,0.7549,0.424689622,0.107351984,,3.692204045307906,,4.1173412763399115,4.113681538597508,16.447280385531485,P,2100,1458,13107,4367,1628,106,65,39,378,167,123,166,25,93,61,6,55,0.9826258,0.567901235
2002,MIL,162,2329,6083,139,627,597,94,0.082196284,0.18494164,0.137396122,0.29390681,0.252816251,0.320453031,0.390212373,0.31212105037020504,,86.19164136085594,-26.37361068,-131.7924159,28.037103105336428,9.412179215035584,162,56,106,32,608,162,1432.1,6.446821791253153,4.1847790574801165,1.2504069556134283,0.2893296853625171,0.7171,0.421422101,0.123602484,,4.756573192961635,,4.860370379040069,4.619008315908296,4.787876553833485,C,2110,1458,12891,4293,1631,103,50,52,366,157,114,156,12,109,49,12,64,0.98291024,0.345679012
2002,MIN,161,2289,6196,167,768,731,79,0.076178179,0.175758553,0.164994625,0.308588396,0.271945539,0.332035053,0.436940164,0.33372791219364173,,100.93123189277522,-5.62035747,1.1468302132938275,46.02381217852235,25.74678234320891,161,94,67,47,596,161,1444.2,6.391788310328073,2.734887980734916,1.1462856229048395,0.2861004730795224,0.7296,0.382262323,0.100217864,,4.124136317190238,,4.202494724,4.315949802969683,16.163841348141432,P,2080,1449,13002,4333,1414,74,45,29,320,123,99,124,39,57,27,5,62,0.98728741,0.583850932
2002,MON,162,2262,6250,162,735,695,118,0.092,0.17664,0.156597919,0.298472385,0.261361562,0.334255942,0.417959481,0.3257532884564084,,92.61218199,-0.262104578,-58.49671963,-12.66653401,13.217703516562736,162,83,79,39,599,162,1453,6.739164529548736,3.146595203134888,1.0220240325142844,0.2951115116017121,0.7291,0.472203616,0.115223463,,3.9766025992373977,,4.084575558734834,3.9803045403835826,16.555689953267574,P,2177,1449,12984,4327,1625,144,79,65,325,144,107,143,23,151,53,11,22,0.97637795,0.512345679
2002,NYM,161,2389,6150,160,690,650,87,0.07902439,0.169756097,0.138646289,0.28898658,0.256368267,0.322304526,0.395014556,0.3143805482431438,,91.31488308091772,-6.12206089,-73.14759619,44.42465235572308,17.13997393868749,161,75,86,36,612,161,1442.2,6.905958383301807,3.387475521348583,1.0168665008836446,0.2866022099447514,0.7329,0.4272,0.102258469,,3.9052664389764513,,4.139749447,4.209076110517669,13.382788339164108,LF,1940,1449,13068,4355,1518,127,66,60,289,116,88,116,27,92,39,10,59,0.97883333,0.465838509
2002,NYY,161,2135,6377,223,897,857,100,0.100360671,0.183628665,0.179789323,0.310028248,0.274950901,0.354422411,0.454740224,0.3516912373179222,,115.8227119238704,-0.981644766,122.93147322080628,-60.38615919,27.899792487494985,161,103,58,53,495,161,1452,7.035122331801909,2.4979333037146865,0.8925617760171585,0.29284262813276135,0.7069,0.428028609,0.08988764,,3.886362733074711,,3.619783047901822,3.8664442491712534,28.20984106324613,P,2108,1458,13068,4356,1789,102,50,51,362,143,115,144,14,68,46,9,40,0.98367216,0.639751553
2002,OAK,162,2312,6291,205,800,772,46,0.096804959,0.160228898,0.170924793,0.284181693,0.26088521,0.339180354,0.431810003,0.3366155582320281,,106.3921922,10.102046591055114,59.242991768334015,-32.67194681,24.00740991,162,103,59,48,570,162,1452,6.3285153687730995,2.9380179087154255,0.8367772524822413,0.2812360053739364,0.7325,0.466385622,0.090361445,,3.688018260940249,,3.871849743736126,4.095544622689479,23.146492307074368,P,2049,1449,13047,4349,1698,88,46,41,381,157,121,159,27,74,34,12,68,0.98565607,0.635802469
2002,PHI,161,2260,6323,165,710,676,104,0.101217776,0.173177289,0.163287473,0.293516151,0.258508327,0.339034526,0.4217958,0.33089760932535406,,100.56741325042233,1.050715911667794,5.428806123421147,22.76338157430291,23.399442678619856,161,80,81,47,611,161,1449.2,6.673944728849018,3.538742786,0.9498730637338603,0.28203950390445565,0.7178,0.464554365,0.104294478,,4.1657831749373875,,4.175451487992927,4.212161962630287,13.056217374745756,1B,2187,1449,12714,4237,1888,115,69,45,409,185,126,181,20,94,44,11,34,0.98157051,0.49689441
2002,PIT,161,2343,6049,142,641,610,86,0.088775004,0.183336088,0.136772983,0.281067961,0.243902439,0.319344591,0.380675422,0.30827456454707053,,84.12743248549896,7.948881406133296,-113.0296294,46.30686076916754,13.007996379996491,161,72,89,47,619,161,1412.2,5.861258716628684,3.644173897730008,1.0384621421852995,0.29043202895272563,0.7281,0.477742805,0.119941133,,4.236670702780517,,4.491093715182007,4.330313047360676,7.136054019909352,2B,2231,1458,12927,4308,1671,127,68,59,382,161,121,161,18,76,40,14,51,0.97920079,0.447204969
2002,SDP,162,2372,6178,136,662,627,71,0.08853998,0.171900291,0.128558477,0.288435061,0.252583862,0.321213109,0.381142339,0.3090172884617312,,91.08446425511819,-12.36953491,-81.80221981,11.029195634298958,13.022441175084246,162,66,96,40,622,162,1436.1,6.942679409551166,3.6467864768581038,1.1090742378073615,0.30568181818181817,0.7049,0.443719045,0.118236472,,4.655605416332596,,4.374694704352541,4.223602399504118,8.925078972737538,P,2039,1458,13008,4335,1514,88,54,34,342,135,110,134,24,66,35,7,42,0.9851777,0.407407407
2002,SEA,162,2251,6362,152,814,771,137,0.09886828,0.157654825,0.144191058,0.307400802,0.274914706,0.349786426,0.419105764,0.3353777061275903,,109.55303455220657,12.906860783026787,87.61843115372714,16.75929120182991,32.035761988810776,162,93,69,43,505,162,1445.1,6.619235203,2.7460797033163673,1.108394982,0.2836297309621523,0.7295,0.401606425,0.103488372,,4.0724175192038645,,4.109210077078782,4.164851597128601,18.317374230595306,P,2099,1458,12936,4311,1625,91,61,30,400,168,131,168,26,87,36,7,36,0.98490128,0.574074074
2002,SFG,162,2263,6298,198,783,751,74,0.097808828,0.152588123,0.175368383,0.288610478,0.266509004,0.344462279,0.441877387,0.33827885097676746,,108.99407555745462,2.7987283539841883,73.43777263,74.08424787782133,35.26141984273609,162,95,66,43,579,162,1437.1,6.211506605827301,3.2748164867416114,0.726345531,0.2809295967190704,0.7401,0.42283105,0.073232323,,3.550326860387177,,3.797645355553298,4.2826370210580595,18.109470799099654,P,2230,1458,13017,4337,1664,102,56,45,375,172,118,170,13,86,34,9,40,0.98328691,0.590062112
2002,STL,162,2366,6246,175,787,758,86,0.086775536,0.148414985,0.156584923,0.292003593,0.267938237,0.338147006,0.42452316,0.33052750118382856,,100.87113423985441,11.670718008914264,18.069446614975007,82.20687422,30.36351969076533,162,97,65,42,634,162,1446.1,6.278640351405865,3.4037822321298394,0.8773917636751506,0.27729556875285516,0.7446,0.437201907,0.091439688,,3.7024687899766993,,4.093206759,4.310048948,14.176459819078445,1B,2034,1458,12945,4315,1607,107,59,48,374,162,119,161,35,107,41,18,57,0.98225245,0.598765432
2002,TBD,161,2007,6198,133,673,640,102,0.07357212,0.17989674,0.13668808,0.292577413,0.253033547,0.313942151,0.389721627,0.30865645294773336,,86.73827301181186,6.630632459593471,-95.04011147,3.1429447354748845,11.834720831163901,161,55,106,25,467,161,1440.1,5.7799103781395065,3.874102091293507,1.3434386284324258,0.29584245076586435,0.6884,0.385741565,0.116531165,,5.292523340847743,,5.105322955880169,4.948021672956849,2.7410289477556944,P,1818,1449,12963,4321,1554,125,59,63,407,171,137,170,16,92,53,13,62,0.97916667,0.341614907
2002,TEX,162,2389,6332,230,843,806,62,0.087492103,0.166614024,0.186543254,0.292037417,0.268778924,0.338319541,0.455322178,0.34297338139076494,,103.00966519240839,3.032975088339299,26.16868986970054,-31.8813893,20.91536427557943,162,72,90,33,649,162,1439.2,6.438987707563606,4.182216287728206,1.212780208997417,0.2979673888764798,0.695,0.432125709,0.120198265,,5.163693054803435,,4.835419200238949,4.644303798509199,7.576330889947712,P,2216,1458,12957,4317,1675,99,48,49,373,152,121,152,13,74,28,11,84,0.98374651,0.444444444
2002,TOR,162,2236,6230,187,813,771,71,0.083788121,0.183306581,0.168786956,0.294731956,0.261064325,0.327056172,0.429851281,0.3288627360585475,,96.53581095791613,11.468943750485778,-15.52582277,-12.80097796,18.305863083666303,162,78,84,41,623,162,1438.1,6.200929321394576,3.691774268035116,1.1075322804105348,0.29430028831226435,0.6974,0.439390642,0.109326744,,4.805563792967744,,4.562533801021665,4.529730496839569,12.200874160043895,CF,2081,1458,13077,4359,1790,139,75,61,367,162,113,161,16,85,44,12,51,0.9778944,0.481481481
2003,ANA,162,2286,6119,150,736,687,129,0.077790488,0.136950482,0.14434117,0.29083315,0.268452706,0.330367441,0.412793876,0.3231858882576509,,96.39459510606187,-4.914496422,-32.94152084,27.126158364117146,20.205717558281908,162,84,78,42,614,162,1455,7.985565765245538,3.253607740138771,0.9278349068836799,0.29324743497971845,0.7312,0.472866363,0.113895216,,3.841236514498435,,3.830145386,3.8097506303631357,24.609297560993582,CF,2111,1458,13095,4365,1691,108,65,41,309,131,114,132,0,84,38,14,52,0.98247891,0.518518519
2003,ARI,162,2319,6261,152,717,696,76,0.084810733,0.160677208,0.153141831,0.294578853,0.263375224,0.329622458,0.416517055,0.32270953654271367,,86.48377132313473,-10.8422556,-119.9142753,-6.886691354,7.742799687350612,162,101,61,51,651,162,1456.1,6.1304709293006425,3.4298501670986457,0.9084468010153169,0.28330747062735534,0.7059,0.475949923,0.109538002,,4.097280469885409,,4.211196274,4.242630234314843,15.17779554054141,1B,2147,1458,13107,4369,1881,121,77,41,407,166,135,167,0,91,34,7,53,0.98100769,0.62345679
2003,ATL,162,2362,6378,235,907,872,68,0.085449984,0.146284101,0.191887125,0.301691935,0.283597883,0.348804055,0.475485008,0.35389473882610956,,111.73993278295718,9.454573086928576,105.32375894897226,46.71714574843645,35.57041002428956,163,71,91,41,588,163,1449.2,6.090361422079467,3.265576053021203,1.2292472595022779,0.3014625627592229,0.7155,0.424035797,0.12406015,,4.761781050698217,,4.707766343524058,4.537477110427277,11.755357403773814,SS,1979,1467,13047,4349,1682,105,59,43,388,164,126,165,0,121,37,12,42,0.98288787,0.438271605
2003,BAL,163,2196,6241,152,743,695,89,0.069059445,0.14452812,0.137864077,0.293270264,0.26760812,0.323263327,0.405472197,0.3177047494984014,,94.11805181,10.990064391866326,-35.27168549,-21.15417971,15.637808899179912,162,95,67,36,599,162,1464.2,7.011152241013047,2.998634788443792,0.9401457430981561,0.3002001334222815,0.679,0.449475065,0.104152484,,4.491807439246746,,3.9866863075775316,4.091118093621858,21.52734796470031,P,2111,1458,13182,4394,1676,113,62,49,306,132,93,131,0,101,35,20,44,0.98172408,0.586419753
2003,BOS,162,2313,6530,238,961,932,88,0.094946401,0.144410413,0.201941411,0.307179707,0.288958224,0.359667998,0.490899635,0.3635535184406698,,120.09688962248207,3.5445514330640435,167.23564846039233,-61.54445503,32.57823472551316,162,88,74,36,582,162,1456.1,8.676583713,3.8130001074205824,0.883726119,0.29083166332665333,0.7306,0.470927318,0.116165718,,3.825359913,,3.7971413879271037,3.7531463217562964,24.084809419233352,P,2099,1458,13107,4369,1675,106,59,44,394,157,135,157,0,70,42,12,63,0.98276423,0.543209877
2003,CHC,162,2285,6187,172,724,691,73,0.079521577,0.187166639,0.156912484,0.297284533,0.259286102,0.323071884,0.416198586,0.32079797515528036,,90.67694192242705,-9.414883276,-83.73133321,50.88789156731218,16.753088041880822,162,86,76,36,523,162,1431,6.641511342883236,3.2578625716037086,1.0188682173741328,0.2809724170172978,0.7142,0.420688062,0.105331599,,4.169812519253395,,4.224392540825422,4.319827269,22.526779488893226,SS,2068,1458,12879,4293,1583,93,47,44,381,153,122,154,0,58,29,13,39,0.9844195,0.530864198
2003,CHW,162,2277,6148,220,791,766,77,0.084417696,0.148991541,0.182431201,0.278916211,0.263349735,0.331203931,0.445780936,0.3361376673130269,,101.10204860007732,-5.069580524,3.1418082708437716,12.920294618234038,22.457846505506918,162,69,93,38,637,162,1446.1,5.7994908267231144,3.6713514890199974,1.300529595263016,0.2947889750215332,0.6915,0.425608465,0.128694581,,5.090111047488742,,4.944632993959689,4.703308474424533,6.592459740117192,P,2145,1458,13017,4339,1701,141,71,69,363,155,120,154,0,77,28,9,46,0.97718816,0.425925926
2003,CIN,162,2334,6211,182,694,669,80,0.084366446,0.213492191,0.150117989,0.289362757,0.244872027,0.317708333,0.394990016,0.3122509551028768,,83.68301218803758,10.373018829151988,-120.799248,21.84839229064528,10.322892858184627,162,68,94,34,590,162,1459.1,5.815670262827679,3.0897675521491696,1.1039289258177671,0.28421283118020585,0.7056,0.440432432,0.116917047,,4.206030879372722,,4.495202380719572,4.430351054602401,12.095503584248945,CF,2035,1458,13134,4378,1779,126,67,56,425,183,136,181,0,84,43,11,49,0.97994589,0.419753086
2003,CLE,162,2241,6188,158,699,660,86,0.075307045,0.171622495,0.147523331,0.285681766,0.253589375,0.3160723,0.401112706,0.3131130499883443,,90.17980000515011,-7.470352432,-83.84976639,10.123846968635917,13.754791502624988,162,74,88,34,662,162,1420,5.488733057889771,3.498591972234588,1.2676057870415174,0.30652080652080654,0.6917,0.437093047,0.129449838,,5.235211900481468,,4.986449894359324,4.741924370954966,8.769112682,P,2145,1458,12780,4260,1783,116,67,48,401,164,130,165,0,73,42,11,48,0.98116577,0.456790123
2003,COL,162,2352,6283,198,853,814,63,0.098519815,0.180487028,0.17868793,0.301609848,0.26676332,0.344146458,0.44545125,0.34190793240693296,,90.28198801715608,1.047287910245359,-78.33091272,39.618930820026435,16.485493944603643,162,43,119,27,613,162,1438.2,4.779425872020762,3.4844767155962884,1.2198796401100112,0.29579517069109074,0.6651,0.424601552,0.11641791,,5.317424072274408,,5.009740853075291,4.945325356241705,2.856092314235866,P,2054,1458,12948,4316,1809,137,81,55,469,197,157,196,0,128,54,11,52,0.97812201,0.265432099
2003,DET,162,2278,6071,153,591,553,98,0.072969856,0.181024542,0.135016466,0.271874266,0.240029271,0.300083263,0.375045737,0.2955525044991487,,79.52896786,-6.494232063,-162.2847878,-59.23831226,-1.191904022,162,91,71,36,557,162,1445.1,7.048891609112378,3.3002761067398945,0.7970478144579367,0.2968858131487889,0.716,0.421028466,0.082901554,,4.041281496743757,,3.7995088601222307,4.2058618890124695,21.307540039531887,P,2153,1458,13050,4350,1707,95,56,37,360,145,121,149,0,86,48,4,40,0.98455787,0.561728395
2003,FLA,162,2190,6186,157,751,709,150,0.083252505,0.158098933,0.155009108,0.296178343,0.265755919,0.332787153,0.420765027,0.32731514419535834,,98.71246938095756,2.821573463268578,-7.550035076,41.79822413623333,23.354469481408582,162,87,75,50,664,162,1450,7.069657209589442,3.5068975622634193,0.9993106327865673,0.28062308236960115,0.7439,0.437865668,0.107404936,,3.8668976660001952,,4.2260031833865135,4.2899348720748955,16.438590253470466,P,2040,1458,12948,4316,1705,108,59,48,338,146,109,144,0,95,42,8,60,0.98237885,0.537037037
2003,HOU,162,2390,6320,191,805,763,66,0.088132911,0.161550632,0.168547376,0.28918122,0.26258284,0.336155935,0.431130216,0.3331688151662616,,96.85166290617092,10.851290310267359,-15.90580427,76.61123700067401,26.391833125665634,162,83,79,36,570,162,1438.2,5.411262084139593,3.540779583379202,1.1886009202156331,0.2947210942509083,0.6894,0.416142557,0.109763142,,5.067193396708752,,4.863772727167815,4.901294646588267,9.728277911432087,3B,2108,1458,12882,4294,1516,105,54,49,315,138,101,139,0,80,48,11,53,0.98224852,0.512345679
2003,KCR,162,2217,6239,162,836,781,120,0.076294277,0.148421221,0.153017242,0.300639188,0.274066091,0.336301813,0.427083333,0.33167259363108315,,95.24099904309803,7.293132541701198,-30.22930831,-57.80286483,12.519639966851607,162,77,85,39,537,162,1431.1,6.162086533289424,3.055891893039449,1.1946902462499902,0.2831338902686837,0.7259,0.393652193,0.111176126,,4.282021356296018,,4.5657538704874465,4.5810565151820795,11.327483672648668,1B,2147,1458,13119,4371,1810,118,53,62,399,163,138,164,0,117,75,8,50,0.98126687,0.475308642
2003,LAD,162,2292,6036,124,574,544,80,0.06742876,0.163187541,0.124954196,0.275074251,0.243312568,0.30293378,0.368266764,0.2939860344396093,,78.30292963843411,-10.20541893,-178.71158,84.37700435798615,10.212013757487986,162,85,77,58,600,162,1457.2,7.958613527531021,3.2476576535929533,0.7841302699739641,0.2804180144314506,0.7697,0.480089596,0.105306799,,3.155043842178706,,3.5604478479766657,3.634179321196567,27.01760872080922,P,1977,1458,13008,4336,1590,78,37,41,388,162,127,162,0,70,25,11,51,0.98700866,0.524691358
2003,MIL,162,2293,6270,196,714,685,99,0.087240829,0.194736842,0.162581111,0.294174058,0.256488824,0.328875281,0.419069935,0.32545621898825927,,93.24188490503825,-27.09411964,-81.88689514,-26.5551277,9.579157939,162,68,94,44,622,162,1452,6.409090199,3.5640491920477793,1.3574378661886324,0.3,0.7049,0.408914728,0.125071387,,5.026858947392607,,4.882070839799718,4.679690448008431,6.769115559756756,P,2048,1458,13068,4356,1617,114,66,47,343,140,114,143,0,100,37,14,57,0.98127156,0.419753086
2003,MIN,162,2269,6324,155,801,755,94,0.080961416,0.162397216,0.154376658,0.312044198,0.277099911,0.340974212,0.431476569,0.3354413235011942,,102.28709069551634,1.815370773896575,19.831118721674713,5.438663015142083,23.961906153934095,162,90,72,45,561,162,1461.2,6.138887226078883,2.475258440204324,1.15142619,0.2904555314533623,0.7109,0.386407351,0.104469273,,4.408669261657453,,4.258202884,4.380672605586862,16.773485663114116,P,2038,1458,13155,4385,1475,87,45,38,268,114,88,115,0,70,27,10,62,0.98537078,0.555555556
2003,MON,162,2275,6116,144,711,682,100,0.085349901,0.161870503,0.142725768,0.290122035,0.258230641,0.326108537,0.400956409,0.31637037564112597,,84.81410004557414,-4.552572449,-124.677578,21.31927054,9.582131556,162,83,79,42,599,162,1437.2,6.4354311843448535,2.8984480917817774,1.1330866190334812,0.2904245709123758,0.7353,0.446,0.121639784,,4.012754269615809,,4.352411111594387,4.224886181333548,15.509385434910655,C,2219,1449,12720,4240,1655,118,76,41,357,158,123,160,0,98,52,5,45,0.98037585,0.512345679
2003,NYM,161,2361,6007,124,642,607,70,0.081405027,0.172298984,0.127691444,0.282233262,0.246583036,0.313712261,0.37427448,0.301779124,,80.45427231401106,-4.397354953,-155.4629289,10.61172738764435,5.1453925252406805,161,66,95,38,573,161,1413.1,5.775708214415274,3.667924952043217,1.0698114443459383,0.2948092280390417,0.7245,0.420774647,0.10138805,,4.4957552363585265,,4.611473093,4.775681843023767,8.257802267093211,CF,1953,1467,13158,4386,1575,114,63,48,288,128,86,128,0,92,37,13,33,0.98123457,0.409937888
2003,NYY,163,2180,6431,230,877,845,98,0.106359819,0.162027678,0.182337199,0.294871794,0.270829616,0.356440281,0.453166815,0.35120354540009063,,114.91329664184151,-0.331568271,119.40420004420072,-71.95250498,26.50886883213887,163,101,61,49,530,163,1462,6.88850688,2.3084808579076306,0.8926125983909504,0.30236673302366734,0.704,0.427417594,0.093127809,,4.032146565145328,,3.6601108682455505,3.923634095631456,28.552764729596674,P,2011,1458,12975,4325,1775,107,47,54,364,147,114,146,0,91,43,9,41,0.9827614,0.62345679
